uid,timestamp_Nudge,timestamp_Lever,timestamp_Ramp,timestamp_Pendulum,timestamp_Springboard,timestamp_Down Hill,timestamp_Lead the Ball,timestamp_Chocolate Factory,timestamp_Around the Tree,timestamp_Big Watermill,timestamp_Sunny Day,timestamp_Wavy,timestamp_On the Upswing,timestamp_Shark,timestamp_One at a time,timestamp_Scale,timestamp_Cloudy Day,timestamp_Crazy Seesaw,timestamp_Roller coaster,timestamp_Uphill Battle,timestamp_Little Mermaid,timestamp_Ultimate Pinball,timestamp_Yippie!,timestamp_Diving Board,timestamp_Stiff Curtains,timestamp_Diving Board World,timestamp_Need Fulcrum,timestamp_Timing is Everything,timestamp_Perfect Toss,timestamp_Up in the Air,timestamp_Spider Web,timestamp_Can Opener,TrophyLevel_Nudge,TrophyLevel_Lever,TrophyLevel_Ramp,TrophyLevel_Pendulum,TrophyLevel_Springboard,TrophyLevel_Down Hill,TrophyLevel_Lead the Ball,TrophyLevel_Chocolate Factory,TrophyLevel_Around the Tree,TrophyLevel_Big Watermill,TrophyLevel_Sunny Day,TrophyLevel_Wavy,TrophyLevel_On the Upswing,TrophyLevel_Shark,TrophyLevel_One at a time,TrophyLevel_Scale,TrophyLevel_Cloudy Day,TrophyLevel_Crazy Seesaw,TrophyLevel_Roller coaster,TrophyLevel_Uphill Battle,TrophyLevel_Little Mermaid,TrophyLevel_Ultimate Pinball,TrophyLevel_Yippie!,TrophyLevel_Diving Board,TrophyLevel_Stiff Curtains,TrophyLevel_Diving Board World,TrophyLevel_Need Fulcrum,TrophyLevel_Timing is Everything,TrophyLevel_Perfect Toss,TrophyLevel_Up in the Air,TrophyLevel_Spider Web,TrophyLevel_Can Opener,NumberAttempts_Nudge,NumberAttempts_Lever,NumberAttempts_Ramp,NumberAttempts_Pendulum,NumberAttempts_Springboard,NumberAttempts_Down Hill,NumberAttempts_Lead the Ball,NumberAttempts_Chocolate Factory,NumberAttempts_Around the Tree,NumberAttempts_Big Watermill,NumberAttempts_Sunny Day,NumberAttempts_Wavy,NumberAttempts_On the Upswing,NumberAttempts_Shark,NumberAttempts_One at a time,NumberAttempts_Scale,NumberAttempts_Cloudy Day,NumberAttempts_Crazy Seesaw,NumberAttempts_Roller coaster,NumberAttempts_Uphill Battle,NumberAttempts_Little Mermaid,NumberAttempts_Ultimate Pinball,NumberAttempts_Yippie!,NumberAttempts_Diving Board,NumberAttempts_Stiff Curtains,NumberAttempts_Diving Board World,NumberAttempts_Need Fulcrum,NumberAttempts_Timing is Everything,NumberAttempts_Perfect Toss,NumberAttempts_Up in the Air,NumberAttempts_Spider Web,NumberAttempts_Can Opener,quit,silver,gold
E3205,2022-11-29T10:17:17Z,2022-11-29T10:17:35Z,2022-11-29T10:17:58Z,2022-11-29T10:20:43Z,2022-11-29T10:22:09Z,2022-12-01T10:07:54Z,2022-11-29T10:22:57Z,2022-12-01T10:10:11Z,2022-11-29T10:23:16Z,2022-12-01T10:13:29Z,2022-12-01T10:14:51Z,2022-12-01T10:21:45Z,2022-12-01T10:24:09Z,2022-11-29T10:32:39Z,2022-11-29T10:33:26Z,2022-11-29T10:34:07Z,2022-12-01T10:28:17Z,2022-11-29T10:38:11Z,2022-11-30T10:39:57Z,2022-12-02T10:10:44Z,2022-12-01T10:31:25Z,2022-12-02T10:17:24Z,2022-12-01T10:31:52Z,2022-12-02T10:07:56Z,NA,2022-11-30T10:08:23Z,2022-11-30T10:11:38Z,2022-11-30T10:12:36Z,2022-11-30T10:17:18Z,2022-11-30T10:21:41Z,2022-12-02T10:07:37Z,2022-11-30T10:26:35Z,silver,silver,silver,silver,silver,quit,gold,gold,gold,gold,gold,quit,silver,quit,gold,gold,quit,quit,quit,gold,silver,silver,silver,quit,NA,quit,gold,gold,quit,gold,gold,quit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,10,9,12
D1742,2022-11-29T10:17:47Z,2022-11-29T10:19:01Z,2022-11-29T10:19:39Z,2022-11-29T10:20:40Z,2022-11-29T10:25:17Z,2022-12-01T10:23:33Z,2022-11-29T10:25:48Z,2022-12-01T10:01:54Z,2022-11-29T10:31:36Z,2022-12-01T10:02:32Z,2022-12-01T10:08:22Z,2022-12-01T10:10:06Z,2022-12-01T10:11:50Z,2022-11-29T10:34:29Z,2022-11-29T10:36:23Z,2022-11-29T10:38:22Z,2022-12-01T10:12:38Z,2022-11-29T10:38:52Z,NA,2022-12-01T10:33:21Z,2022-12-01T10:12:57Z,2022-12-01T10:15:59Z,2022-12-01T10:32:57Z,2022-12-01T10:38:42Z,2022-11-30T10:08:53Z,2022-11-30T10:16:17Z,NA,NA,NA,NA,2022-12-01T10:20:35Z,NA,silver,silver,silver,silver,silver,gold,gold,silver,gold,gold,quit,silver,gold,silver,gold,silver,gold,gold,NA,gold,quit,silver,quit,silver,silver,silver,NA,NA,NA,NA,silver,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,3,14,9
A3474,2022-11-29T10:18:01Z,2022-11-29T10:18:46Z,2022-11-29T10:19:07Z,2022-11-29T10:21:57Z,2022-11-29T10:23:56Z,2022-11-29T10:25:19Z,2022-11-29T10:25:45Z,2022-11-29T10:33:04Z,2022-12-01T10:13:43Z,NA,2022-11-30T10:06:14Z,2022-11-30T10:11:02Z,2022-11-30T10:17:19Z,2022-12-01T10:20:10Z,2022-12-01T10:20:30Z,2022-12-01T10:23:23Z,2022-11-30T10:25:46Z,2022-12-01T10:25:02Z,2022-12-02T10:12:41Z,NA,2022-11-30T10:28:24Z,2022-11-30T10:42:50Z,2022-11-30T10:39:19Z,NA,2022-12-01T10:26:34Z,2022-12-01T10:30:11Z,2022-12-01T10:31:23Z,2022-12-01T10:32:59Z,NA,2022-12-02T10:09:20Z,NA,2022-12-02T10:20:50Z,silver,silver,silver,silver,silver,silver,gold,gold,gold,NA,silver,silver,quit,quit,gold,silver,silver,quit,silver,NA,quit,quit,gold,NA,quit,quit,silver,quit,NA,quit,NA,silver,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,3,1,1,1,NA,1,1,2,NA,1,1,1,1,NA,1,NA,1,9,13,5
F3755,2022-11-29T10:19:15Z,2022-11-29T10:20:32Z,2022-11-29T10:21:01Z,2022-11-29T10:21:48Z,2022-11-29T10:27:03Z,2022-11-29T10:27:49Z,2022-11-29T10:28:10Z,2022-11-29T10:31:09Z,2022-12-01T10:09:57Z,2022-11-30T10:13:26Z,NA,NA,NA,2022-12-01T10:24:55Z,2022-12-01T10:25:13Z,2022-12-01T10:25:59Z,NA,2022-12-01T10:34:34Z,NA,NA,NA,NA,NA,NA,2022-12-02T10:21:49Z,NA,NA,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,silver,gold,gold,gold,gold,NA,NA,NA,quit,gold,gold,NA,quit,NA,NA,NA,NA,NA,NA,silver,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,7,6
D3654,2022-11-29T10:20:22Z,2022-11-29T10:21:11Z,2022-11-29T10:22:46Z,2022-11-29T10:27:20Z,2022-11-29T10:30:44Z,NA,2022-11-29T10:31:15Z,2022-12-01T10:34:20Z,2022-11-29T10:36:22Z,2022-12-01T10:21:50Z,2022-12-01T10:23:56Z,NA,NA,NA,2022-11-30T10:26:28Z,NA,NA,NA,NA,2022-12-02T10:21:10Z,2022-12-02T10:22:14Z,2022-12-01T10:31:38Z,NA,2022-12-02T10:21:59Z,NA,NA,NA,NA,NA,NA,2022-12-01T10:33:00Z,2022-11-30T10:28:25Z,silver,silver,silver,silver,silver,NA,silver,gold,gold,gold,quit,NA,NA,NA,quit,NA,NA,NA,NA,quit,quit,gold,NA,quit,NA,NA,NA,NA,NA,NA,silver,silver,1,1,2,1,1,NA,1,1,2,1,1,NA,NA,NA,2,NA,NA,NA,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,1,1,5,8,4
D2147,2022-11-29T10:28:02Z,2022-11-29T10:28:59Z,2022-11-29T10:30:52Z,2022-11-29T10:32:46Z,NA,2022-12-01T10:22:35Z,2022-11-29T10:33:20Z,2022-12-01T10:24:07Z,2022-11-29T10:34:13Z,2022-12-01T10:25:19Z,2022-12-01T10:27:49Z,2022-12-01T10:29:43Z,2022-12-01T10:33:04Z,2022-11-29T10:36:11Z,2022-11-29T10:36:53Z,2022-11-29T10:38:25Z,2022-12-01T10:36:58Z,2022-11-29T10:39:02Z,NA,2022-12-02T10:19:28Z,2022-12-01T10:37:38Z,2022-12-02T10:12:00Z,2022-12-02T10:05:18Z,NA,2022-11-29T10:39:25Z,NA,2022-11-30T10:06:31Z,2022-11-30T10:16:36Z,2022-11-30T10:26:34Z,NA,2022-12-02T10:12:53Z,NA,silver,silver,silver,quit,NA,gold,silver,gold,gold,gold,gold,gold,silver,quit,gold,silver,quit,gold,NA,quit,quit,quit,silver,NA,quit,NA,gold,gold,quit,NA,silver,NA,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,NA,1,1,1,NA,1,NA,8,8,10
C0437,2022-11-29T11:01:56Z,2022-11-29T11:03:08Z,2022-11-29T11:03:35Z,2022-11-29T11:04:37Z,2022-11-29T11:06:22Z,2022-11-29T11:08:24Z,2022-11-29T11:08:52Z,2022-11-29T11:11:54Z,2022-12-01T11:07:48Z,2022-11-29T11:16:35Z,2022-11-29T11:21:12Z,2022-11-29T11:36:12Z,2022-11-29T11:36:48Z,2022-12-01T11:09:59Z,2022-12-01T11:15:41Z,2022-12-01T11:17:30Z,2022-11-30T11:00:23Z,2022-12-02T11:16:26Z,NA,NA,2022-11-30T11:04:32Z,2022-11-30T11:10:27Z,2022-11-30T11:09:41Z,NA,2022-12-01T11:23:36Z,2022-12-02T11:11:00Z,2022-12-02T11:12:26Z,NA,NA,NA,2022-11-30T11:17:30Z,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,gold,gold,quit,gold,quit,gold,silver,quit,silver,NA,NA,quit,quit,quit,NA,quit,quit,quit,NA,NA,NA,quit,NA,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,NA,10,7,8
A1348,2022-11-29T11:03:21Z,2022-11-29T11:04:27Z,2022-11-29T11:06:56Z,2022-11-29T11:07:38Z,2022-11-29T11:11:45Z,2022-11-29T11:12:51Z,2022-11-29T11:14:22Z,2022-11-29T11:15:58Z,2022-12-01T11:02:26Z,2022-11-29T11:19:41Z,2022-11-29T11:23:46Z,2022-11-29T11:30:35Z,2022-11-29T11:35:11Z,2022-12-01T11:10:13Z,2022-12-01T11:12:20Z,2022-12-01T11:14:08Z,2022-11-30T11:18:34Z,2022-12-01T11:24:24Z,NA,NA,NA,NA,NA,NA,2022-12-01T11:30:48Z,2022-12-01T11:36:11Z,NA,2022-12-02T11:17:35Z,2022-12-02T11:25:17Z,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,gold,silver,gold,gold,gold,gold,silver,gold,silver,NA,NA,NA,NA,NA,NA,gold,quit,NA,gold,quit,NA,NA,NA,1,2,3,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,2,8,12
C2473,2022-11-29T11:03:29Z,2022-11-29T11:04:15Z,2022-11-29T11:04:59Z,2022-11-29T11:05:48Z,2022-11-29T11:07:13Z,2022-11-29T11:07:45Z,2022-11-29T11:09:19Z,2022-11-29T11:11:26Z,2022-12-01T11:06:12Z,2022-11-29T11:23:55Z,2022-11-30T11:15:55Z,2022-11-30T11:17:09Z,2022-11-30T11:18:01Z,2022-12-01T11:09:28Z,2022-12-01T11:09:50Z,2022-12-01T11:11:49Z,2022-11-30T11:19:20Z,2022-12-01T11:13:07Z,NA,NA,2022-11-30T11:35:03Z,NA,2022-11-30T11:35:52Z,NA,2022-12-01T11:26:24Z,2022-12-01T11:34:06Z,2022-12-01T11:35:54Z,2022-12-01T11:37:12Z,2022-12-02T11:09:17Z,2022-12-02T11:10:13Z,NA,2022-12-02T11:13:09Z,silver,silver,silver,silver,silver,gold,silver,silver,silver,silver,silver,silver,gold,silver,gold,gold,silver,gold,NA,NA,silver,NA,gold,NA,silver,silver,silver,silver,silver,silver,NA,silver,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1,1,1,1,NA,1,0,21,6
A0651,2022-11-29T11:03:34Z,2022-11-29T11:04:25Z,2022-12-01T11:03:45Z,2022-11-29T11:05:14Z,2022-11-29T11:07:02Z,2022-11-29T11:07:43Z,2022-11-29T11:08:16Z,2022-11-29T11:30:08Z,2022-12-01T11:10:40Z,NA,NA,NA,NA,2022-12-01T11:26:27Z,2022-12-01T11:26:53Z,2022-12-01T11:33:57Z,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-02T11:17:58Z,NA,NA,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,silver,silver,quit,gold,NA,NA,NA,NA,quit,gold,quit,NA,NA,NA,NA,NA,NA,NA,NA,silver,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,8,2
F0358,2022-11-29T11:03:48Z,2022-11-29T11:05:42Z,2022-11-29T11:06:10Z,2022-11-29T11:08:38Z,2022-11-29T11:10:14Z,2022-11-29T11:10:35Z,2022-11-29T11:10:48Z,2022-11-29T11:13:17Z,NA,2022-11-29T11:15:32Z,2022-11-29T11:27:29Z,2022-11-29T11:28:26Z,2022-11-29T11:33:03Z,2022-12-01T11:09:21Z,2022-12-01T11:09:58Z,2022-12-01T11:11:20Z,2022-11-29T11:36:35Z,2022-12-01T11:18:53Z,NA,NA,2022-11-30T11:17:26Z,NA,2022-11-30T12:30:10Z,NA,2022-12-02T11:18:04Z,NA,NA,NA,2022-12-02T11:28:28Z,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,NA,gold,quit,gold,quit,quit,gold,silver,quit,quit,NA,NA,gold,NA,silver,NA,quit,NA,NA,NA,quit,NA,NA,NA,2,1,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,7,7,7
E1393,2022-11-29T11:05:05Z,2022-11-29T11:07:00Z,2022-11-29T11:07:28Z,2022-11-29T11:07:57Z,2022-11-29T11:11:10Z,2022-12-01T11:05:29Z,2022-11-29T11:11:35Z,2022-12-01T11:07:47Z,2022-11-29T11:13:48Z,2022-12-01T11:09:30Z,2022-12-01T11:11:11Z,2022-12-01T11:20:38Z,2022-12-01T11:32:24Z,2022-11-29T11:29:33Z,2022-11-29T11:29:51Z,2022-11-29T11:30:39Z,2022-12-02T11:20:48Z,2022-11-29T11:34:25Z,NA,2022-12-02T11:37:24Z,2022-12-02T11:25:05Z,NA,2022-12-02T11:26:47Z,2022-12-02T11:37:03Z,NA,NA,NA,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,gold,silver,gold,gold,silver,gold,silver,gold,silver,NA,gold,silver,NA,quit,quit,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,10,10
D1438,2022-11-29T11:05:19Z,2022-11-29T11:06:15Z,2022-11-29T11:07:42Z,2022-11-29T11:08:07Z,2022-11-29T11:11:49Z,2022-12-01T11:02:16Z,2022-11-29T11:12:17Z,2022-12-01T11:02:25Z,2022-11-29T11:14:34Z,2022-12-01T11:17:01Z,2022-12-01T11:18:09Z,2022-12-01T11:19:59Z,NA,2022-11-29T11:25:39Z,2022-11-29T11:26:48Z,2022-11-29T11:29:41Z,2022-12-01T11:27:40Z,2022-11-29T11:34:46Z,NA,2022-12-01T11:35:08Z,2022-12-01T11:30:52Z,2022-12-01T11:32:57Z,2022-12-01T11:31:29Z,2022-12-02T11:16:24Z,2022-11-30T11:08:09Z,2022-11-30T11:19:19Z,2022-11-30T11:32:15Z,2022-11-30T11:36:14Z,NA,NA,2022-12-01T11:34:23Z,NA,silver,silver,silver,silver,silver,silver,gold,quit,silver,gold,silver,gold,NA,quit,gold,gold,silver,silver,NA,quit,quit,quit,gold,quit,quit,silver,silver,silver,NA,NA,gold,NA,2,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,7,13,7
F1405,2022-11-29T11:05:57Z,2022-11-29T11:07:54Z,2022-11-29T11:08:38Z,2022-11-29T11:10:05Z,2022-11-29T11:13:50Z,2022-11-29T11:14:13Z,2022-11-29T11:14:36Z,2022-11-29T11:22:13Z,2022-12-01T11:10:34Z,2022-11-29T11:25:31Z,2022-11-29T11:27:16Z,2022-11-29T11:34:47Z,2022-11-30T11:08:45Z,2022-12-01T11:12:55Z,2022-12-01T11:13:16Z,2022-12-01T11:16:35Z,2022-11-30T11:11:17Z,2022-12-01T11:17:05Z,NA,NA,2022-11-30T11:12:59Z,NA,2022-11-30T11:13:29Z,NA,2022-12-01T11:25:53Z,2022-12-01T11:33:13Z,2022-12-01T11:34:20Z,2022-12-01T11:37:27Z,NA,NA,NA,NA,silver,silver,silver,silver,quit,gold,gold,quit,quit,quit,quit,gold,quit,quit,gold,quit,quit,quit,NA,NA,quit,NA,quit,NA,quit,quit,quit,quit,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,16,4,4
F1382,2022-11-29T11:06:28Z,2022-11-29T11:06:57Z,2022-11-29T11:08:30Z,2022-11-29T11:15:50Z,2022-11-29T11:23:46Z,2022-11-29T11:25:06Z,2022-11-29T11:25:28Z,2022-11-29T11:30:44Z,2022-12-01T11:20:33Z,2022-11-29T11:35:07Z,NA,2022-11-30T11:07:27Z,2022-11-30T11:10:05Z,2022-12-01T11:21:12Z,2022-12-01T11:22:38Z,2022-12-01T11:24:03Z,2022-11-30T11:10:42Z,2022-12-01T11:31:48Z,NA,NA,2022-11-30T11:12:55Z,2022-11-30T11:18:56Z,2022-11-30T11:16:33Z,NA,2022-12-01T11:33:04Z,NA,NA,NA,NA,NA,NA,NA,silver,silver,silver,silver,quit,gold,gold,quit,quit,quit,NA,quit,gold,quit,quit,quit,quit,quit,NA,NA,quit,gold,quit,NA,silver,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,1,NA,1,1,1,1,1,1,2,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,12,5,4
A1461,2022-11-29T11:06:31Z,2022-11-29T11:08:30Z,2022-11-29T11:09:30Z,2022-11-29T11:11:38Z,2022-11-29T11:17:28Z,2022-11-29T11:17:42Z,2022-11-29T11:17:53Z,2022-11-29T11:22:44Z,2022-12-01T11:07:07Z,2022-11-29T11:28:19Z,2022-11-29T11:33:27Z,2022-11-30T11:12:50Z,2022-11-30T11:36:49Z,2022-12-01T11:12:09Z,2022-12-01T11:13:31Z,2022-12-01T11:14:37Z,NA,NA,2022-12-02T11:18:39Z,NA,NA,NA,NA,NA,2022-12-02T11:24:50Z,NA,2022-12-01T11:35:16Z,2022-12-02T11:16:11Z,2022-12-01T11:37:33Z,2022-12-02T11:19:58Z,NA,2022-12-02T11:17:06Z,silver,silver,silver,silver,silver,gold,gold,silver,quit,gold,gold,gold,gold,quit,gold,gold,NA,NA,gold,NA,NA,NA,NA,NA,quit,NA,quit,gold,quit,quit,NA,gold,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,6,6,11
F2989,2022-11-29T11:07:49Z,2022-11-29T11:08:35Z,2022-11-29T11:10:00Z,2022-11-29T11:11:30Z,2022-11-29T11:12:30Z,2022-11-29T11:12:50Z,2022-11-29T11:13:29Z,2022-11-29T11:17:13Z,2022-12-01T11:05:00Z,2022-11-29T11:18:57Z,2022-11-30T11:02:18Z,2022-11-30T11:10:55Z,NA,2022-12-01T11:26:01Z,2022-12-01T11:28:26Z,2022-12-01T11:30:04Z,NA,2022-12-01T11:30:55Z,NA,NA,NA,NA,NA,NA,2022-12-02T11:19:16Z,NA,NA,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,gold,gold,gold,NA,silver,gold,silver,NA,gold,NA,NA,NA,NA,NA,NA,silver,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,8,9
A0673,2022-11-29T11:08:02Z,2022-11-29T11:09:28Z,2022-11-29T11:10:39Z,2022-11-29T11:13:11Z,2022-11-29T11:23:57Z,2022-11-29T11:25:09Z,2022-11-29T11:25:29Z,2022-11-29T11:31:17Z,2022-12-01T11:07:43Z,2022-11-30T11:10:50Z,2022-11-30T11:18:17Z,2022-11-30T11:20:11Z,NA,2022-12-01T11:10:26Z,2022-12-01T11:11:16Z,2022-12-01T11:12:40Z,NA,2022-12-01T11:23:05Z,2022-12-01T11:26:14Z,NA,NA,NA,NA,NA,2022-12-02T11:09:57Z,NA,2022-12-02T11:19:48Z,NA,NA,NA,NA,2022-12-01T11:33:20Z,silver,silver,silver,silver,silver,gold,gold,gold,quit,gold,quit,gold,NA,quit,gold,silver,NA,quit,quit,NA,NA,NA,NA,NA,quit,NA,quit,NA,NA,NA,NA,quit,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,8,6,6
A2934,2022-11-29T11:08:44Z,2022-11-29T11:10:54Z,2022-11-29T11:11:24Z,2022-11-29T11:13:49Z,2022-11-29T11:15:26Z,2022-11-29T11:15:39Z,2022-11-29T11:15:56Z,2022-11-30T10:55:35Z,2022-12-01T11:23:13Z,2022-11-30T10:57:25Z,2022-11-30T10:58:22Z,2022-11-30T11:01:11Z,2022-11-30T11:15:37Z,2022-12-01T11:02:33Z,2022-12-01T11:03:23Z,2022-12-01T11:04:35Z,2022-11-30T11:05:27Z,2022-12-01T11:05:46Z,2022-12-01T11:09:21Z,NA,2022-11-30T11:02:26Z,NA,NA,2022-11-30T11:04:31Z,2022-12-02T10:59:00Z,2022-12-01T11:22:23Z,2022-12-01T11:13:37Z,2022-12-01T11:12:54Z,2022-12-01T11:06:14Z,2022-12-01T11:11:04Z,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,quit,quit,quit,gold,gold,gold,gold,quit,quit,quit,NA,quit,NA,NA,quit,quit,quit,quit,quit,quit,silver,NA,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,NA,NA,13,6,8
A0639,2022-11-29T11:09:17Z,2022-11-29T11:10:21Z,2022-11-29T11:11:12Z,2022-11-29T11:11:35Z,2022-11-29T11:17:35Z,2022-11-29T11:17:56Z,2022-11-29T11:18:34Z,2022-11-29T11:20:54Z,2022-12-01T11:08:46Z,2022-11-29T11:25:51Z,2022-11-29T11:35:21Z,2022-11-30T11:05:08Z,2022-11-30T11:08:52Z,2022-12-01T11:11:26Z,2022-12-01T11:11:53Z,2022-12-01T11:13:27Z,2022-11-29T11:26:17Z,2022-12-01T11:15:53Z,2022-12-02T11:16:07Z,NA,NA,NA,NA,NA,2022-12-01T11:19:52Z,2022-12-01T11:32:08Z,NA,2022-12-02T11:18:14Z,2022-12-02T11:10:03Z,2022-12-02T11:11:57Z,NA,2022-12-02T11:12:32Z,silver,silver,silver,silver,silver,gold,silver,gold,gold,quit,gold,gold,gold,gold,gold,silver,quit,silver,silver,NA,NA,NA,NA,NA,gold,quit,NA,quit,silver,silver,NA,silver,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,4,12,9
A0459,2022-11-29T11:10:14Z,2022-11-29T11:11:35Z,2022-11-29T11:13:15Z,2022-11-29T11:21:20Z,2022-11-29T11:23:10Z,2022-11-29T11:11:52Z,2022-11-29T11:25:21Z,2022-11-29T11:27:43Z,2022-12-01T11:09:40Z,2022-11-30T11:01:35Z,2022-11-30T11:05:36Z,NA,NA,2022-12-01T11:12:07Z,2022-12-01T11:13:48Z,2022-12-01T11:14:49Z,NA,2022-12-01T11:15:14Z,2022-12-01T11:34:53Z,NA,NA,NA,NA,2022-11-30T11:19:06Z,2022-12-01T11:22:06Z,2022-12-01T11:26:48Z,2022-12-02T11:07:46Z,2022-12-02T11:17:39Z,NA,NA,NA,NA,silver,silver,silver,silver,silver,quit,silver,silver,gold,quit,quit,NA,NA,quit,gold,gold,NA,gold,quit,NA,NA,NA,NA,silver,silver,quit,quit,quit,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,3,1,1,1,1,NA,NA,NA,NA,8,9,4
F1449,2022-11-29T11:10:17Z,2022-11-29T11:12:05Z,2022-11-29T11:12:33Z,2022-11-29T11:13:21Z,2022-11-29T11:16:21Z,2022-11-29T11:16:37Z,2022-11-29T11:16:48Z,2022-11-29T11:17:54Z,2022-12-01T11:10:15Z,2022-11-29T11:32:50Z,2022-11-30T11:31:13Z,2022-11-30T11:31:45Z,2022-11-30T11:32:52Z,2022-12-01T11:21:23Z,2022-12-01T11:22:20Z,2022-12-01T11:22:41Z,2022-11-30T11:34:41Z,2022-12-01T11:23:23Z,NA,NA,2022-11-30T11:36:39Z,NA,NA,NA,2022-12-01T11:24:09Z,2022-12-02T11:32:44Z,2022-12-02T11:36:39Z,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,quit,silver,gold,gold,quit,gold,gold,gold,silver,NA,NA,silver,NA,NA,NA,quit,silver,silver,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,3,10,9
A1315,2022-11-29T11:10:24Z,2022-11-29T11:11:24Z,2022-11-29T11:14:02Z,2022-11-29T11:15:16Z,2022-11-29T11:25:10Z,2022-11-29T11:25:53Z,2022-11-29T11:28:30Z,2022-11-30T11:02:06Z,NA,2022-11-30T11:18:30Z,2022-11-30T11:32:04Z,NA,NA,NA,NA,NA,NA,2022-12-01T11:08:10Z,2022-12-01T11:21:40Z,NA,NA,NA,NA,NA,NA,2022-12-01T11:10:43Z,NA,NA,NA,NA,NA,2022-12-01T11:21:52Z,silver,silver,silver,silver,silver,gold,silver,gold,NA,quit,quit,NA,NA,NA,NA,NA,NA,quit,quit,NA,NA,NA,NA,NA,NA,quit,NA,NA,NA,NA,NA,quit,1,1,2,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,6,6,2
