"","uid","context","timestamp","currentMoney","appId","mess","money","onWhat","LS_duration","learningSupportType"
"746","D2271","Crazy Seesaw","2022-11-29 14:53:01",NA,NA,"LS Watched",NA,"physAnim_lever",7.311,"physAnim_lever"
"747","C2844","*INITIAL*","2022-11-29 14:53:19",NA,NA,"LS Watched",NA,"",0,""
"748","E2619","Crazy Seesaw","2022-11-29 14:54:13",NA,NA,"LS Watched",NA,"hint",1.51200008392334,"hint"
"749","E2619","Stiff Curtains","2022-11-29 14:55:03",NA,NA,"LS Watched",NA,"hint",1.66199994087219,"hint"
"750","C2844","Wavy","2022-11-29 14:55:14",NA,NA,"LS Watched",NA,"physAnim_lever",53.3420000076294,"physAnim_lever"
"751","D0785","Shark","2022-11-29 14:55:52",NA,NA,"LS Watched",NA,"physAnim_lever",17.9079999923706,"physAnim_lever"
"752","C2945","Big Watermill","2022-11-29 21:34:06",NA,NA,"LS Watched",NA,"physAnim_ramp",40.6519999504089,"physAnim_ramp"
"753","C2945","Sunny Day","2022-11-29 21:40:56",NA,NA,"LS Watched",NA,"",0,""
"754","D0077","Stiff Curtains","2022-11-30 08:11:47",NA,NA,"LS Watched",NA,"game_tools",14.6070001125336,"game_tools"
"755","D0077","Stiff Curtains","2022-11-30 08:11:47",NA,NA,"LS Watched",NA,"",14.607,""
"756","C3429","Yippie!","2022-11-30 08:11:53",NA,NA,"LS Watched",NA,"physAnim_springboard",2.2260000705719,"physAnim_springboard"
"757","E0224","Stiff Curtains","2022-11-30 08:12:01",NA,NA,"LS Watched",NA,"game_tools",7.07599997520447,"game_tools"
"758","E0224","Stiff Curtains","2022-11-30 08:12:01",NA,NA,"LS Watched",NA,"",7.076,""
"759","E0224","Stiff Curtains","2022-11-30 08:12:04",NA,NA,"LS Watched",NA,"hint",1.33999991416931,"hint"
"760","C3104","Cloudy Day","2022-11-30 08:12:13",NA,NA,"LS Watched",NA,"physAnim_pendulum",7.71000003814697,"physAnim_pendulum"
"761","D0213","Stiff Curtains","2022-11-30 08:12:17",NA,NA,"LS Watched",NA,"physAnim_springboard",27.8069999217987,"physAnim_springboard"
"762","C3104","Cloudy Day","2022-11-30 08:13:13",NA,NA,"LS Watched",NA,"physAnim_pendulum",60.710000038147,"physAnim_pendulum"
"763","F0235","Diving Board","2022-11-30 08:13:22",NA,NA,"LS Watched",NA,"hint",4.91000008583069,"hint"
"764","F0235","Diving Board","2022-11-30 08:13:25",NA,NA,"LS Watched",NA,"hint",2.33899998664856,"hint"
"765","D0077","Stiff Curtains","2022-11-30 08:13:26",NA,NA,"LS Watched",NA,"",14.607,""
"766","A3294","Wavy","2022-11-30 08:13:39",NA,NA,"LS Watched",NA,"physAnim_lever",6.84599995613098,"physAnim_lever"
"767","C0022","Uphill Battle","2022-11-30 08:13:48",NA,NA,"LS Watched",NA,"physAnim_pendulum",0.720999956130981,"physAnim_pendulum"
"768","D0213","Stiff Curtains","2022-11-30 08:14:14",NA,NA,"LS Watched",NA,"game_tools",12.7929999828339,"game_tools"
"769","D0213","Stiff Curtains","2022-11-30 08:14:14",NA,NA,"LS Watched",NA,"physAnim_springboard",12.793,"physAnim_springboard"
"770","C0066","Little Mermaid","2022-11-30 08:14:15",NA,NA,"LS Watched",NA,"physAnim_springboard",16.0099999904633,"physAnim_springboard"
"771","C0066","Little Mermaid","2022-11-30 08:14:16",NA,NA,"LS Watched",NA,"physAnim_springboard",16.01,"physAnim_springboard"
"772","C0022","Diving Board","2022-11-30 08:14:20",NA,NA,"LS Watched",NA,"physAnim_springboard",3.58200001716614,"physAnim_springboard"
"773","D0213","Stiff Curtains","2022-11-30 08:14:21",NA,NA,"LS Watched",NA,"physAnim_springboard",3.23099994659424,"physAnim_springboard"
"774","A3351","Chocolate Factory","2022-11-30 08:14:22",NA,NA,"LS Watched",NA,"",0,""
"775","D3418","Diving Board World","2022-11-30 08:15:07",NA,NA,"LS Watched",NA,"physAnim_springboard",1.58200001716614,"physAnim_springboard"
"776","C3429","Ultimate Pinball","2022-11-30 08:15:20",NA,NA,"LS Watched",NA,"",0,""
"777","A0202","Big Watermill","2022-11-30 08:15:37",NA,NA,"LS Watched",NA,"",0,""
"778","A3430","Ultimate Pinball","2022-11-30 08:15:41",NA,NA,"LS Watched",NA,"physAnim_ramp",4.18799996376038,"physAnim_ramp"
"779","F0235","Sunny Day","2022-11-30 08:16:14",NA,NA,"LS Watched",NA,"hint",3.13800001144409,"hint"
"780","F3452","Sunny Day","2022-11-30 08:16:19",NA,NA,"LS Watched",NA,"hint",1.86100006103516,"hint"
"781","D3418","Diving Board World","2022-11-30 08:17:30",NA,NA,"LS Watched",NA,"physAnim_springboard",2.12400007247925,"physAnim_springboard"
"782","E3384","Shark","2022-11-30 08:17:39",NA,NA,"LS Watched",NA,"hint",4.14000010490417,"hint"
"783","C3148","On the Upswing","2022-11-30 08:17:44",NA,NA,"LS Watched",NA,"physAnim_pendulum",50.433000087738,"physAnim_pendulum"
"784","A0011","Big Watermill","2022-11-30 08:17:47",NA,NA,"LS Watched",NA,"physAnim_ramp",29.2430000305176,"physAnim_ramp"
"785","C3104","Ultimate Pinball","2022-11-30 08:17:56",NA,NA,"LS Watched",NA,"physAnim_ramp",6.9909999370575,"physAnim_ramp"
"786","E0549","Diving Board World","2022-11-30 08:18:08",NA,NA,"LS Watched",NA,"hint",4.19199991226196,"hint"
"787","E0549","Need Fulcrum","2022-11-30 08:18:24",NA,NA,"LS Watched",NA,"hint",4.20199990272522,"hint"
"788","C3148","On the Upswing","2022-11-30 08:18:26",NA,NA,"LS Watched",NA,"game_tools",8.78999996185303,"game_tools"
"789","C3148","On the Upswing","2022-11-30 08:18:26",NA,NA,"LS Watched",NA,"physAnim_pendulum",8.79,"physAnim_pendulum"
"790","D0213","Diving Board World","2022-11-30 08:18:50",NA,NA,"LS Watched",NA,"physAnim_springboard",4.04299998283386,"physAnim_springboard"
"791","A3328","Big Watermill","2022-11-30 08:18:57",NA,NA,"LS Watched",NA,"",0,""
"792","C3104","Ultimate Pinball","2022-11-30 08:19:19",NA,NA,"LS Watched",NA,"game_tools",19.1180000305176,"game_tools"
"793","C3104","Ultimate Pinball","2022-11-30 08:19:19",NA,NA,"LS Watched",NA,"physAnim_ramp",19.118,"physAnim_ramp"
"794","F3452","Wavy","2022-11-30 08:19:21",NA,NA,"LS Watched",NA,"hint",2.20700001716614,"hint"
"795","D3137","Shark","2022-11-30 08:19:27",NA,NA,"LS Watched",NA,"physAnim_lever",26.1389999389648,"physAnim_lever"
"796","C3104","Ultimate Pinball","2022-11-30 08:19:30",NA,NA,"LS Watched",NA,"game_tools",9.83100008964539,"game_tools"
"797","C3104","Ultimate Pinball","2022-11-30 08:19:30",NA,NA,"LS Watched",NA,"physAnim_ramp",9.831,"physAnim_ramp"
"798","A3294","Cloudy Day","2022-11-30 08:20:35",NA,NA,"LS Watched",NA,"physAnim_pendulum",30.1070001125336,"physAnim_pendulum"
"799","A0189","Chocolate Factory","2022-11-30 08:20:38",NA,NA,"LS Watched",NA,"physAnim_ramp",24.6480000019073,"physAnim_ramp"
"800","A3351","Wavy","2022-11-30 08:20:58",NA,NA,"LS Watched",NA,"physAnim_lever",18.2839999198914,"physAnim_lever"
"801","D1641","One at a time ","2022-11-30 08:21:14",NA,NA,"LS Watched",NA,"physAnim_lever",2.53900003433228,"physAnim_lever"
"802","A3328","Big Watermill","2022-11-30 08:21:18",NA,NA,"LS Watched",NA,"physAnim_ramp",8.5460000038147,"physAnim_ramp"
"803","A0011","Sunny Day","2022-11-30 08:21:25",NA,NA,"LS Watched",NA,"physAnim_lever",10.3129999637604,"physAnim_lever"
"804","C3429","Uphill Battle","2022-11-30 08:21:26",NA,NA,"LS Watched",NA,"",0,""
"805","D3137","Can Opener","2022-11-30 08:22:09",NA,NA,"LS Watched",NA,"",0,""
"806","F3452","On the Upswing","2022-11-30 08:22:15",NA,NA,"LS Watched",NA,"game_tools",18.789999961853,"game_tools"
"807","F3452","On the Upswing","2022-11-30 08:22:15",NA,NA,"LS Watched",NA,"",18.79,""
"808","A0011","Sunny Day","2022-11-30 08:22:30",NA,NA,"LS Watched",NA,"physAnim_lever",65.319000005722,"physAnim_lever"
"809","A0202","Sunny Day","2022-11-30 08:22:37",NA,NA,"LS Watched",NA,"",0,""
"810","C3104","Ultimate Pinball","2022-11-30 08:22:40",NA,NA,"LS Watched",NA,"physAnim_ramp",3.40899991989136,"physAnim_ramp"
"811","D3418","Need Fulcrum","2022-11-30 08:22:47",NA,NA,"LS Watched",NA,"",0,""
"812","F3452","On the Upswing","2022-11-30 08:22:53",NA,NA,"LS Watched",NA,"hint",18.79,"hint"
"813","C0066","Yippie!","2022-11-30 08:23:18",NA,NA,"LS Watched",NA,"",0,""
"814","A3328","Big Watermill","2022-11-30 08:23:27",NA,NA,"LS Watched",NA,"physAnim_ramp",129.927000045776,"physAnim_ramp"
"815","C3429","Diving Board","2022-11-30 08:23:35",NA,NA,"LS Watched",NA,"",0,""
"816","A3294","Little Mermaid","2022-11-30 08:23:45",NA,NA,"LS Watched",NA,"physAnim_springboard",23.2660000324249,"physAnim_springboard"
"817","D3317","Scale","2022-11-30 08:23:48",NA,NA,"LS Watched",NA,"physAnim_lever",36.0840001106262,"physAnim_lever"
"818","F3452","On the Upswing","2022-11-30 08:23:50",NA,NA,"LS Watched",NA,"game_tools",11.5090000629425,"game_tools"
"819","F3452","On the Upswing","2022-11-30 08:23:50",NA,NA,"LS Watched",NA,"",11.509,""
"820","D0077","Diving Board World","2022-11-30 08:24:06",NA,NA,"LS Watched",NA,"",0,""
"821","D3317","Scale","2022-11-30 08:24:13",NA,NA,"LS Watched",NA,"physAnim_lever",25.2669999599457,"physAnim_lever"
"822","E0549","Perfect Toss","2022-11-30 08:24:24",NA,NA,"LS Watched",NA,"hint",2.77699995040894,"hint"
"823","C0022","Little Mermaid","2022-11-30 08:24:36",NA,NA,"LS Watched",NA,"physAnim_springboard",9.63299989700317,"physAnim_springboard"
"824","D3137","Roller coaster","2022-11-30 08:24:50",NA,NA,"LS Watched",NA,"",0,""
"825","A0189","Big Watermill","2022-11-30 08:25:07",NA,NA,"LS Watched",NA,"",0,""
"826","A0202","Yippie!","2022-11-30 08:25:17",NA,NA,"LS Watched",NA,"physAnim_springboard",3.46799993515015,"physAnim_springboard"
"827","F3452","On the Upswing","2022-11-30 08:25:29",NA,NA,"LS Watched",NA,"game_tools",12.4479999542236,"game_tools"
"828","F3452","On the Upswing","2022-11-30 08:25:29",NA,NA,"LS Watched",NA,"",12.448,""
"829","C3429","Diving Board","2022-11-30 08:25:35",NA,NA,"LS Watched",NA,"game_tools",5.77300000190735,"game_tools"
"830","C3429","Diving Board","2022-11-30 08:25:35",NA,NA,"LS Watched",NA,"",5.773,""
"831","C3115","Little Mermaid","2022-11-30 08:25:40",NA,NA,"LS Watched",NA,"physAnim_springboard",21.2170000076294,"physAnim_springboard"
"832","A3430","Diving Board","2022-11-30 08:25:53",NA,NA,"LS Watched",NA,"",0,""
"833","D3418","Up in the Air","2022-11-30 08:25:55",NA,NA,"LS Watched",NA,"physAnim_lever",8.13000011444092,"physAnim_lever"
"834","A0189","Sunny Day","2022-11-30 08:26:13",NA,NA,"LS Watched",NA,"physAnim_lever",11.9300000667572,"physAnim_lever"
"835","A3294","Little Mermaid","2022-11-30 08:26:14",NA,NA,"LS Watched",NA,"physAnim_springboard",34.6240000724792,"physAnim_springboard"
"836","C0066","Ultimate Pinball","2022-11-30 08:27:12",NA,NA,"LS Watched",NA,"physAnim_ramp",12.3050000667572,"physAnim_ramp"
"837","C0022","Cloudy Day","2022-11-30 08:27:25",NA,NA,"LS Watched",NA,"physAnim_pendulum",25.3619999885559,"physAnim_pendulum"
"838","E3384","Stiff Curtains","2022-11-30 08:27:58",NA,NA,"LS Watched",NA,"hint",2.21900010108948,"hint"
"839","C0066","Ultimate Pinball","2022-11-30 08:28:08",NA,NA,"LS Watched",NA,"physAnim_ramp",56.5769999027252,"physAnim_ramp"
"840","D3418","Up in the Air","2022-11-30 08:28:23",NA,NA,"LS Watched",NA,"physAnim_lever",148.743999958038,"physAnim_lever"
"841","A0189","Sunny Day","2022-11-30 08:28:32",NA,NA,"LS Watched",NA,"physAnim_lever",139.203999996185,"physAnim_lever"
"842","A3328","Sunny Day","2022-11-30 08:28:34",NA,NA,"LS Watched",NA,"physAnim_lever",49.9409999847412,"physAnim_lever"
"843","D3137","Shark","2022-11-30 08:29:01",NA,NA,"LS Watched",NA,"physAnim_lever",28.2850000858307,"physAnim_lever"
"844","F3452","On the Upswing","2022-11-30 08:29:19",NA,NA,"LS Watched",NA,"hint",1.48300004005432,"hint"
"845","F3126","Sunny Day","2022-11-30 08:29:30",NA,NA,"LS Watched",NA,"hint",2.54699993133545,"hint"
"846","A3351","On the Upswing","2022-11-30 08:29:36",NA,NA,"LS Watched",NA,"",0,""
"847","F3452","On the Upswing","2022-11-30 08:29:42",NA,NA,"LS Watched",NA,"game_tools",22.4449999332428,"game_tools"
"848","F3452","On the Upswing","2022-11-30 08:29:42",NA,NA,"LS Watched",NA,"",22.445,""
"849","F0235","Yippie!","2022-11-30 08:29:57",NA,NA,"LS Watched",NA,"hint",1.95900011062622,"hint"
"850","C3115","Diving Board","2022-11-30 08:30:17",NA,NA,"LS Watched",NA,"",0,""
"851","C3148","Little Mermaid","2022-11-30 08:30:25",NA,NA,"LS Watched",NA,"physAnim_springboard",21.5710000991821,"physAnim_springboard"
"852","C3148","Little Mermaid","2022-11-30 08:30:34",NA,NA,"LS Watched",NA,"physAnim_springboard",3.18099999427795,"physAnim_springboard"
"853","E0549","Up in the Air","2022-11-30 08:30:44",NA,NA,"LS Watched",NA,"hint",2.63700008392334,"hint"
"854","E0224","Need Fulcrum","2022-11-30 08:30:59",NA,NA,"LS Watched",NA,"game_tools",3.70099997520447,"game_tools"
"855","E0224","Need Fulcrum","2022-11-30 08:30:59",NA,NA,"LS Watched",NA,"",3.701,""
"856","E0549","Up in the Air","2022-11-30 08:31:01",NA,NA,"LS Watched",NA,"game_tools",14.9279999732971,"game_tools"
"857","E0549","Up in the Air","2022-11-30 08:31:02",NA,NA,"LS Watched",NA,"",14.928,""
"858","E0224","Need Fulcrum","2022-11-30 08:31:08",NA,NA,"LS Watched",NA,"hint",4.37700009346008,"hint"
"859","D3137","Shark","2022-11-30 08:31:08",NA,NA,"LS Watched",NA,"physAnim_lever",127.878000020981,"physAnim_lever"
"860","C3429","Diving Board","2022-11-30 08:31:10",NA,NA,"LS Watched",NA,"game_tools",9.72199988365173,"game_tools"
"861","C3429","Diving Board","2022-11-30 08:31:10",NA,NA,"LS Watched",NA,"",9.722,""
"862","D3418","Can Opener","2022-11-30 08:31:16",NA,NA,"LS Watched",NA,"physAnim_lever",11.5130000114441,"physAnim_lever"
"863","C0022","Wavy","2022-11-30 08:31:19",NA,NA,"LS Watched",NA,"physAnim_lever",15.2890000343323,"physAnim_lever"
"864","C3104","Diving Board","2022-11-30 08:31:27",NA,NA,"LS Watched",NA,"physAnim_springboard",3.19799995422363,"physAnim_springboard"
"865","D0077","Need Fulcrum","2022-11-30 08:31:35",NA,NA,"LS Watched",NA,"",0,""
"866","F3452","Cloudy Day","2022-11-30 08:31:46",NA,NA,"LS Watched",NA,"hint",2.06399989128113,"hint"
"867","A0011","Wavy","2022-11-30 08:31:53",NA,NA,"LS Watched",NA,"physAnim_lever",8.01900005340576,"physAnim_lever"
"868","A3351","Cloudy Day","2022-11-30 08:32:12",NA,NA,"LS Watched",NA,"physAnim_pendulum",57.6700000762939,"physAnim_pendulum"
"869","A0011","Wavy","2022-11-30 08:32:23",NA,NA,"LS Watched",NA,"physAnim_lever",30.1860001087189,"physAnim_lever"
"870","C0066","Spider Web","2022-11-30 08:32:43",NA,NA,"LS Watched",NA,"",0,""
"871","E3373","Shark","2022-11-30 08:32:45",NA,NA,"LS Watched",NA,"hint",3.25200009346008,"hint"
"872","D2608","Diving Board World","2022-11-30 08:33:06",NA,NA,"LS Watched",NA,"physAnim_springboard",9.6489999294281,"physAnim_springboard"
"873","A0189","On the Upswing","2022-11-30 08:33:08",NA,NA,"LS Watched",NA,"physAnim_pendulum",1.09800004959106,"physAnim_pendulum"
"874","D2608","Diving Board World","2022-11-30 08:33:10",NA,NA,"LS Watched",NA,"physAnim_springboard",1.91499996185303,"physAnim_springboard"
"875","D3137","Shark","2022-11-30 08:33:19",NA,NA,"LS Watched",NA,"physAnim_lever",11.6310000419617,"physAnim_lever"
"876","C0022","Ultimate Pinball","2022-11-30 08:33:27",NA,NA,"LS Watched",NA,"physAnim_ramp",0,"physAnim_ramp"
"877","C3104","Diving Board","2022-11-30 08:33:28",NA,NA,"LS Watched",NA,"physAnim_springboard",121.845999956131,"physAnim_springboard"
"878","A3339","Yippie!","2022-11-30 08:33:44",NA,NA,"LS Watched",NA,"physAnim_springboard",2.74699997901917,"physAnim_springboard"
"879","C3115","Uphill Battle","2022-11-30 08:33:59",NA,NA,"LS Watched",NA,"",0,""
"880","C3148","Yippie!","2022-11-30 08:34:21",NA,NA,"LS Watched",NA,"",0,""
"881","D2608","Diving Board World","2022-11-30 08:34:27",NA,NA,"LS Watched",NA,"physAnim_springboard",76.4630000591278,"physAnim_springboard"
"882","A3351","On the Upswing","2022-11-30 08:34:34",NA,NA,"LS Watched",NA,"physAnim_pendulum",10.7009999752045,"physAnim_pendulum"
"883","D3137","Shark","2022-11-30 08:34:38",NA,NA,"LS Watched",NA,"physAnim_lever",33.4839999675751,"physAnim_lever"
"884","A3328","Wavy","2022-11-30 08:35:36",NA,NA,"LS Watched",NA,"",0,""
"885","D0077","Need Fulcrum","2022-11-30 08:42:49",NA,NA,"LS Watched",NA,"",0,""
"886","D3418","Roller coaster","2022-11-30 08:43:46",NA,NA,"LS Watched",NA,"",0,""
"887","C3115","Spider Web","2022-11-30 08:44:58",NA,NA,"LS Watched",NA,"",0,""
"888","D3418","Roller coaster","2022-11-30 08:45:49",NA,NA,"LS Watched",NA,"physAnim_springboard",1.02999997138977,"physAnim_springboard"
"889","F3452","Little Mermaid","2022-11-30 08:46:51",NA,NA,"LS Watched",NA,"hint",12.8499999046326,"hint"
"890","A3351","Cloudy Day","2022-11-30 08:46:54",NA,NA,"LS Watched",NA,"physAnim_pendulum",22.5920000076294,"physAnim_pendulum"
"891","F3452","Little Mermaid","2022-11-30 08:47:39",NA,NA,"LS Watched",NA,"game_tools",9.06299996376038,"game_tools"
"892","F3452","Little Mermaid","2022-11-30 08:47:39",NA,NA,"LS Watched",NA,"",9.063,""
"893","F3452","Little Mermaid","2022-11-30 08:47:50",NA,NA,"LS Watched",NA,"game_tools",5.41499996185303,"game_tools"
"894","F3452","Little Mermaid","2022-11-30 08:47:50",NA,NA,"LS Watched",NA,"",5.415,""
"895","A3351","Cloudy Day","2022-11-30 08:49:13",NA,NA,"LS Watched",NA,"physAnim_pendulum",2.55399990081787,"physAnim_pendulum"
"896","D3418","Diving Board World","2022-11-30 08:49:34",NA,NA,"LS Watched",NA,"",0,""
"897","F3452","Little Mermaid","2022-11-30 08:50:07",NA,NA,"LS Watched",NA,"game_tools",15.3269999027252,"game_tools"
"898","F3452","Little Mermaid","2022-11-30 08:50:07",NA,NA,"LS Watched",NA,"",15.327,""
"899","C3429","Diving Board","2022-11-30 08:50:20",NA,NA,"LS Watched",NA,"",0,""
"900","C3429","Ultimate Pinball","2022-11-30 08:51:06",NA,NA,"LS Watched",NA,"physAnim_ramp",9.87299990653992,"physAnim_ramp"
"901","C3148","Ultimate Pinball","2022-11-30 08:51:32",NA,NA,"LS Watched",NA,"physAnim_ramp",3.45499992370605,"physAnim_ramp"
"902","F3452","Yippie!","2022-11-30 08:51:50",NA,NA,"LS Watched",NA,"hint",2.34899997711182,"hint"
"903","A3430","Sunny Day","2022-11-30 08:51:55",NA,NA,"LS Watched",NA,"",0,""
"904","F3452","Yippie!","2022-11-30 08:52:01",NA,NA,"LS Watched",NA,"hint",1.13199996948242,"hint"
"905","D2608","Need Fulcrum","2022-11-30 08:52:35",NA,NA,"LS Watched",NA,"physAnim_lever",3.38000011444092,"physAnim_lever"
"906","C3148","Spider Web","2022-11-30 08:52:44",NA,NA,"LS Watched",NA,"physAnim_lever",4.26399993896484,"physAnim_lever"
"907","A3351","Little Mermaid","2022-11-30 08:53:04",NA,NA,"LS Watched",NA,"physAnim_springboard",36.5769999027252,"physAnim_springboard"
"908","C3148","Uphill Battle","2022-11-30 08:53:35",NA,NA,"LS Watched",NA,"physAnim_springboard",4.27900004386902,"physAnim_springboard"
"909","D3643","Stiff Curtains","2022-11-30 09:06:09",NA,NA,"LS Watched",NA,"physAnim_springboard",30.7530000209808,"physAnim_springboard"
"910","F3722","Yippie!","2022-11-30 09:07:04",NA,NA,"LS Watched",NA,"hint",2.54900002479553,"hint"
"911","C3395","Chocolate Factory","2022-11-30 09:07:09",NA,NA,"LS Watched",NA,"physAnim_ramp",1.74699997901917,"physAnim_ramp"
"912","D3643","Stiff Curtains","2022-11-30 09:07:56",NA,NA,"LS Watched",NA,"physAnim_springboard",107.888000011444,"physAnim_springboard"
"913","A3799","Sunny Day","2022-11-30 09:07:59",NA,NA,"LS Watched",NA,"",0,""
"914","D3621","Scale","2022-11-30 09:08:25",NA,NA,"LS Watched",NA,"physAnim_lever",53.7060000896454,"physAnim_lever"
"915","F0134","Wavy","2022-11-30 09:09:28",NA,NA,"LS Watched",NA,"hint",3.65400004386902,"hint"
"916","F3722","Little Mermaid","2022-11-30 09:09:35",NA,NA,"LS Watched",NA,"hint",2.31500005722046,"hint"
"917","F0134","Wavy","2022-11-30 09:09:36",NA,NA,"LS Watched",NA,"hint",2.28500008583069,"hint"
"918","D2372","Scale","2022-11-30 09:09:41",NA,NA,"LS Watched",NA,"",0,""
"919","A0527","Big Watermill","2022-11-30 09:10:04",NA,NA,"LS Watched",NA,"",0,""
"920","F0101","On the Upswing","2022-11-30 09:10:27",NA,NA,"LS Watched",NA,"hint",2.38199996948242,"hint"
"921","C3395","Big Watermill","2022-11-30 09:10:48",NA,NA,"LS Watched",NA,"",0,""
"922","F0101","On the Upswing","2022-11-30 09:11:42",NA,NA,"LS Watched",NA,"hint",1.96300005912781,"hint"
"923","D3621","Around the Tree","2022-11-30 09:11:53",NA,NA,"LS Watched",NA,"game_tools",6.83699989318848,"game_tools"
"924","D3621","Around the Tree","2022-11-30 09:11:53",NA,NA,"LS Watched",NA,"",6.837,""
"925","F0101","On the Upswing","2022-11-30 09:11:57",NA,NA,"LS Watched",NA,"game_tools",14.6419999599457,"game_tools"
"926","F0101","On the Upswing","2022-11-30 09:11:57",NA,NA,"LS Watched",NA,"",14.642,""
"927","D3621","Around the Tree","2022-11-30 09:12:01",NA,NA,"LS Watched",NA,"game_tools",2.10999989509583,"game_tools"
"928","D3621","Around the Tree","2022-11-30 09:12:01",NA,NA,"LS Watched",NA,"",2.11,""
"929","A0527","Cloudy Day","2022-11-30 09:12:11",NA,NA,"LS Watched",NA,"physAnim_pendulum",10.3499999046326,"physAnim_pendulum"
"930","F0156","Big Watermill","2022-11-30 09:12:12",NA,NA,"LS Watched",NA,"hint",2.08800005912781,"hint"
"931","F0156","Big Watermill","2022-11-30 09:12:25",NA,NA,"LS Watched",NA,"game_tools",12.6870000362396,"game_tools"
"932","F0156","Big Watermill","2022-11-30 09:12:25",NA,NA,"LS Watched",NA,"",12.687,""
"933","F0101","On the Upswing","2022-11-30 09:13:02",NA,NA,"LS Watched",NA,"hint",1.83299994468689,"hint"
"934","F0101","On the Upswing","2022-11-30 09:13:13",NA,NA,"LS Watched",NA,"game_tools",10.0209999084473,"game_tools"
"935","F0101","On the Upswing","2022-11-30 09:13:13",NA,NA,"LS Watched",NA,"",10.021,""
"936","C0167","Cloudy Day","2022-11-30 09:13:13",NA,NA,"LS Watched",NA,"physAnim_pendulum",10.8559999465942,"physAnim_pendulum"
"937","D3643","Need Fulcrum","2022-11-30 09:13:30",NA,NA,"LS Watched",NA,"",0,""
"938","D3621","Shark","2022-11-30 09:13:34",NA,NA,"LS Watched",NA,"physAnim_lever",13.5299999713898,"physAnim_lever"
"939","F3733","Ultimate Pinball","2022-11-30 09:13:54",NA,NA,"LS Watched",NA,"hint",2.29500007629395,"hint"
"940","C0167","Cloudy Day","2022-11-30 09:14:00",NA,NA,"LS Watched",NA,"physAnim_pendulum",47.7490000724792,"physAnim_pendulum"
"941","A0246","Cloudy Day","2022-11-30 09:14:27",NA,NA,"LS Watched",NA,"",0,""
"942","F0101","Cloudy Day","2022-11-30 09:14:29",NA,NA,"LS Watched",NA,"hint",1.12199997901917,"hint"
"943","D2372","Diving Board World","2022-11-30 09:14:38",NA,NA,"LS Watched",NA,"physAnim_springboard",31.6730000972748,"physAnim_springboard"
"944","A0561","Chocolate Factory","2022-11-30 09:16:06",NA,NA,"LS Watched",NA,"game_tools",29.6029999256134,"game_tools"
"945","A0561","Chocolate Factory","2022-11-30 09:16:08",NA,NA,"LS Watched",NA,"",29.603,""
"946","A0112","Big Watermill","2022-11-30 09:16:48",NA,NA,"LS Watched",NA,"",0,""
"947","A3799","Wavy","2022-11-30 09:17:04",NA,NA,"LS Watched",NA,"physAnim_lever",11.4939999580383,"physAnim_lever"
"948","F0134","On the Upswing","2022-11-30 09:17:04",NA,NA,"LS Watched",NA,"game_tools",3.73600006103516,"game_tools"
"949","F0134","On the Upswing","2022-11-30 09:17:04",NA,NA,"LS Watched",NA,"",3.736,""
"950","C3395","Big Watermill","2022-11-30 09:17:05",NA,NA,"LS Watched",NA,"",0,""
"951","A0561","Chocolate Factory","2022-11-30 09:17:08",NA,NA,"LS Watched",NA,"",29.603,""
"952","F0134","On the Upswing","2022-11-30 09:17:20",NA,NA,"LS Watched",NA,"hint",8.88800001144409,"hint"
"953","D3643","Up in the Air","2022-11-30 09:17:23",NA,NA,"LS Watched",NA,"physAnim_lever",31.625,"physAnim_lever"
"954","F0101","Little Mermaid","2022-11-30 09:17:32",NA,NA,"LS Watched",NA,"hint",1.79699993133545,"hint"
"955","F0101","Little Mermaid","2022-11-30 09:18:11",NA,NA,"LS Watched",NA,"game_tools",10.5620000362396,"game_tools"
"956","F0101","Little Mermaid","2022-11-30 09:18:11",NA,NA,"LS Watched",NA,"",10.562,""
"957","C3586","Sunny Day","2022-11-30 09:18:28",NA,NA,"LS Watched",NA,"",0,""
"958","C0167","Ultimate Pinball","2022-11-30 09:18:33",NA,NA,"LS Watched",NA,"",0,""
"959","D1371","Stiff Curtains","2022-11-30 09:18:41",NA,NA,"LS Watched",NA,"",0,""
"960","D3643","Can Opener","2022-11-30 09:19:14",NA,NA,"LS Watched",NA,"",31.5769999027252,""
"961","D3643","Can Opener","2022-11-30 09:19:14",NA,NA,"LS Watched",NA,"game_tools",31.577,"game_tools"
"962","A0246","Little Mermaid","2022-11-30 09:19:21",NA,NA,"LS Watched",NA,"physAnim_springboard",17.9100000858307,"physAnim_springboard"
"963","A0527","Uphill Battle","2022-11-30 09:19:44",NA,NA,"LS Watched",NA,"",0,""
"964","D1371","Diving Board World","2022-11-30 09:20:10",NA,NA,"LS Watched",NA,"physAnim_springboard",28.9839999675751,"physAnim_springboard"
"965","F0134","Cloudy Day","2022-11-30 09:20:27",NA,NA,"LS Watched",NA,"hint",2.15000009536743,"hint"
"966","C0178","Sunny Day","2022-11-30 09:20:30",NA,NA,"LS Watched",NA,"",0,""
"967","C2080","Sunny Day","2022-11-30 09:20:45",NA,NA,"LS Watched",NA,"",0,""
"968","F0101","Little Mermaid","2022-11-30 09:20:49",NA,NA,"LS Watched",NA,"hint",1.80299997329712,"hint"
"969","A2057","Sunny Day","2022-11-30 09:20:56",NA,NA,"LS Watched",NA,"",0,""
