"","uid","context","timestamp","blowerManip","BouncinessRun","Agent","ApplicableAgent","ObjectCount","TrophyLevel","NumberAttempts","PufferClicks","massManip","airManip","gravityManip","Duration","SliderAdjust","AppropriateSlider","bankBalance","helpBClicked","LeftBlower","RightBlower","TopBlower","BottomBlower"
"1016","E0392","Pendulum","2022-11-29 11:19:06",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1017","A0471","Nudge","2022-11-29 11:19:27",NA,NA,NA,NA,0,"silver",2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1018","A1348","Big Watermill","2022-11-29 11:19:41",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1019","F2721","Chocolate Factory","2022-11-29 11:19:41",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1020","F3047","Wavy","2022-11-29 11:19:48",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1021","E0392","Springboard","2022-11-29 11:20:25",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1022","A2967","Nudge","2022-11-29 11:20:46",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1023","F3047","On the Upswing","2022-11-29 11:20:48",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1024","A0639","Chocolate Factory","2022-11-29 11:20:54",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1025","A0459","Ramp","2022-11-29 11:20:55",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1026","C0437","Sunny Day","2022-11-29 11:21:12",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1027","A2901","Springboard","2022-11-29 11:21:16",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1028","A0459","Pendulum","2022-11-29 11:21:20",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1029","A0426","Ramp","2022-11-29 11:21:24",NA,NA,NA,NA,0,"silver",2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1030","F1450","Pendulum","2022-11-29 11:21:27",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1031","A2967","Lever","2022-11-29 11:21:36",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1032","E0392","Lead the Ball","2022-11-29 11:21:50",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1033","A2967","Ramp","2022-11-29 11:22:13",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1034","F1405","Chocolate Factory","2022-11-29 11:22:13",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1035","F1337","Springboard","2022-11-29 11:22:37",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1036","A2901","Down Hill","2022-11-29 11:22:42",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1037","A1461","Chocolate Factory","2022-11-29 11:22:44",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1038","A2901","Lead the Ball","2022-11-29 11:22:54",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1039","A0459","Springboard","2022-11-29 11:23:10",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1040","F2721","Big Watermill","2022-11-29 11:23:35",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1041","F1337","Down Hill","2022-11-29 11:23:39",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1042","D3025","Around the Tree","2022-11-29 11:23:40",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1043","A0471","Lever","2022-11-29 11:23:43",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1044","A1348","Sunny Day","2022-11-29 11:23:46",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1045","F1382","Springboard","2022-11-29 11:23:46",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1046","C2473","Big Watermill","2022-11-29 11:23:55",NA,NA,NA,NA,0,"silver",2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1047","A0673","Springboard","2022-11-29 11:23:57",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1048","A0426","Pendulum","2022-11-29 11:24:02",NA,NA,NA,NA,0,"silver",2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1049","F1337","Lead the Ball","2022-11-29 11:24:12",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1050","A0471","Ramp","2022-11-29 11:24:26",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1051","A2967","Pendulum","2022-11-29 11:24:34",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1052","A0459","Down Hill","2022-11-29 11:24:41",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1053","F1382","Down Hill","2022-11-29 11:25:06",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1054","A0673","Down Hill","2022-11-29 11:25:09",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1055","A1315","Springboard","2022-11-29 11:25:10",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1056","A0459","Lead the Ball","2022-11-29 11:25:21",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1057","F1450","Springboard","2022-11-29 11:25:26",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1058","F1382","Lead the Ball","2022-11-29 11:25:28",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1059","A0673","Lead the Ball","2022-11-29 11:25:29",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1060","F1405","Big Watermill","2022-11-29 11:25:31",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1061","D1438","Shark","2022-11-29 11:25:39",NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1062","A0639","Big Watermill","2022-11-29 11:25:51",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1063","A2901","Chocolate Factory","2022-11-29 11:25:51",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1064","A1315","Down Hill","2022-11-29 11:25:53",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1065","F1337","Chocolate Factory","2022-11-29 11:26:07",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1066","A0639","Cloudy Day","2022-11-29 11:26:17",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1067","E2361","Nudge","2022-11-29 11:26:26",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1068","F1450","Down Hill","2022-11-29 11:26:29",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1069","F2721","Sunny Day","2022-11-29 11:26:46",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1070","F1450","Lead the Ball","2022-11-29 11:26:46",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1071","D1438","One at a time ","2022-11-29 11:26:48",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1072","F1405","Sunny Day","2022-11-29 11:27:16",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1073","F0358","Sunny Day","2022-11-29 11:27:29",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1074","F1337","Big Watermill","2022-11-29 11:27:30",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1075","F2923","Springboard","2022-11-29 11:27:43",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1076","A0459","Chocolate Factory","2022-11-29 11:27:43",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1077","E2361","Lever","2022-11-29 11:27:46",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1078","A0471","Pendulum","2022-11-29 11:27:58",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1079","D3025","Scale","2022-11-29 11:28:10",NA,NA,NA,NA,0,"gold",2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1080","A1461","Big Watermill","2022-11-29 11:28:19",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1081","F0358","Wavy","2022-11-29 11:28:26",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1082","A1315","Lead the Ball","2022-11-29 11:28:30",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1083","F2721","Wavy","2022-11-29 11:28:42",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1084","E2361","Ramp","2022-11-29 11:28:55",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1085","D3025","Crazy Seesaw","2022-11-29 11:29:05",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1086","E1393","Shark","2022-11-29 11:29:33",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1087","D1438","Scale","2022-11-29 11:29:41",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1088","E1393","One at a time ","2022-11-29 11:29:51",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1089","A2967","Springboard","2022-11-29 11:29:57",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1090","A0651","Chocolate Factory","2022-11-29 11:30:08",NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1091","E2361","Pendulum","2022-11-29 11:30:17",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1092","A2967","Down Hill","2022-11-29 11:30:26",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1093","F1450","Chocolate Factory","2022-11-29 11:30:33",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1094","A1348","Wavy","2022-11-29 11:30:35",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1095","A0471","Springboard","2022-11-29 11:30:37",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1096","E1393","Scale","2022-11-29 11:30:39",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1097","D3025","Stiff Curtains","2022-11-29 11:30:39",NA,NA,NA,NA,0,"silver",2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1098","A2967","Lead the Ball","2022-11-29 11:30:40",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1099","F1382","Chocolate Factory","2022-11-29 11:30:44",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1100","F2923","Down Hill","2022-11-29 11:30:45",NA,NA,NA,NA,0,"gold",2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1101","F2923","Lead the Ball","2022-11-29 11:31:02",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1102","A0471","Down Hill","2022-11-29 11:31:02",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1103","A0673","Chocolate Factory","2022-11-29 11:31:17",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1104","A0471","Lead the Ball","2022-11-29 11:31:31",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1105","A0639","Big Watermill","2022-11-29 11:31:43",NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1106","F2923","Chocolate Factory","2022-11-29 11:32:08",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1107","F1405","Chocolate Factory","2022-11-29 11:32:24",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1108","F1449","Big Watermill","2022-11-29 11:32:50",NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1109","E3003","Nudge","2022-11-29 11:32:55",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1110","F0358","On the Upswing","2022-11-29 11:33:03",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1111","E0392","Around the Tree","2022-11-29 11:33:17",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1112","F1449","Chocolate Factory","2022-11-29 11:33:24",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1113","A1461","Sunny Day","2022-11-29 11:33:27",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1114","E3003","Lever","2022-11-29 11:33:29",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1115","E2361","Springboard","2022-11-29 11:33:29",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1116","A2967","Chocolate Factory","2022-11-29 11:33:30",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1117","E3003","Ramp","2022-11-29 11:34:01",NA,NA,NA,NA,0,"silver",2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1118","E2361","Lead the Ball","2022-11-29 11:34:11",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1119","E3003","Pendulum","2022-11-29 11:34:15",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1120","E1393","Crazy Seesaw","2022-11-29 11:34:25",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1121","D1438","Crazy Seesaw","2022-11-29 11:34:46",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1122","F1405","Wavy","2022-11-29 11:34:47",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1123","F2721","Sunny Day","2022-11-29 11:34:49",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1124","E2956","Lead the Ball","2022-11-29 11:34:57",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1125","F1382","Big Watermill","2022-11-29 11:35:07",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1126","A1348","On the Upswing","2022-11-29 11:35:11",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1127","A0639","Sunny Day","2022-11-29 11:35:21",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1128","C0437","Wavy","2022-11-29 11:36:12",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1129","E2361","Around the Tree","2022-11-29 11:36:14",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1130","F0358","Cloudy Day","2022-11-29 11:36:35",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1131","C0437","On the Upswing","2022-11-29 11:36:48",NA,NA,NA,NA,0,"gold",2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1132","E1618","Nudge","2022-11-29 11:58:39",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1133","E1618","Lever","2022-11-29 11:59:31",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1134","D1078","Nudge","2022-11-29 12:00:14",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1135","E1618","Ramp","2022-11-29 12:00:17",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1136","E1618","Pendulum","2022-11-29 12:01:01",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1137","A1685","Nudge","2022-11-29 12:01:47",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1138","A1685","Lever","2022-11-29 12:02:39",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1139","D1078","Lever","2022-11-29 12:02:55",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1140","A1685","Ramp","2022-11-29 12:03:19",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1141","D1078","Ramp","2022-11-29 12:03:27",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1142","D1078","Pendulum","2022-11-29 12:04:13",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1143","A1753","Nudge","2022-11-29 12:04:27",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1144","D1696","Nudge","2022-11-29 12:04:50",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1145","A1685","Pendulum","2022-11-29 12:05:02",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1146","D1696","Lever","2022-11-29 12:05:41",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1147","D1078","Springboard","2022-11-29 12:05:47",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1148","D1078","Lead the Ball","2022-11-29 12:06:12",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1149","D1696","Ramp","2022-11-29 12:06:47",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1150","D1696","Pendulum","2022-11-29 12:07:19",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1151","C1135","Nudge","2022-11-29 12:07:51",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1152","D1696","Springboard","2022-11-29 12:07:57",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1153","D1696","Lead the Ball","2022-11-29 12:08:11",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1154","C1135","Lever","2022-11-29 12:08:19",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1155","A1753","Lever","2022-11-29 12:08:22",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1156","C1168","Nudge","2022-11-29 12:08:27",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1157","A1685","Springboard","2022-11-29 12:08:32",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1158","C1135","Ramp","2022-11-29 12:08:38",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1159","A1753","Ramp","2022-11-29 12:08:49",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1160","A1685","Down Hill","2022-11-29 12:08:51",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1161","E1618","Springboard","2022-11-29 12:09:08",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1162","D1696","Around the Tree","2022-11-29 12:09:14",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1163","A1685","Lead the Ball","2022-11-29 12:09:27",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1164","C1168","Lever","2022-11-29 12:09:36",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1165","C1135","Pendulum","2022-11-29 12:09:40",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1166","A1685","Chocolate Factory","2022-11-29 12:10:25",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1167","C1168","Ramp","2022-11-29 12:10:34",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1168","C1135","Springboard","2022-11-29 12:11:14",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1169","C1168","Pendulum","2022-11-29 12:11:16",NA,NA,NA,NA,0,"silver",2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1170","C1135","Down Hill","2022-11-29 12:11:28",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1171","C1135","Lead the Ball","2022-11-29 12:11:40",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1172","E1618","Lead the Ball","2022-11-29 12:12:01",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1173","D1696","Shark","2022-11-29 12:12:15",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1174","E1618","Around the Tree","2022-11-29 12:12:39",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1175","C1168","Springboard","2022-11-29 12:12:46",NA,NA,NA,NA,0,"silver",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1176","C1168","Down Hill","2022-11-29 12:13:17",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1177","A1685","Big Watermill","2022-11-29 12:13:38",NA,NA,NA,NA,0,"gold",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
