"","StudyID","ID1","ID2","Midtest","Posttest","Condition","CognitiveSupports","AffectiveECD","AffectivePOT","Progress","Duration (in seconds)","Finished","RecordedDate","Age","Sex","American Indian or Alaska Native","Asian","Black or African American","Hispanic","Native Hawaiian or Pacific Islander","White","Other (enter)","Prefer not to say","Other_TEXT","Gaming","Physics","A-NQ1","A-NQ2","A-NQ3","A-NQ4","A-NQ5","A-NQ6","A-NQ7","A-NQ8","A-NQ9","A-NQ10","A-NQ11","A-NQ12","A-NQ13","A-NQ14","A-FQ1","A-FQ2","A-FQ3","A-FQ4","A-FQ5","A-FQ6","A-FQ7","A-FQ8","A-FQ9","A-FQ10","A-FQ11","A-FQ12","A-FQ13","A-FQ14","SC0","Gender","Ethnicity","A-NQ1_scored","A-NQ2_scored","A-NQ3_scored","A-NQ4_scored","A-NQ5_scored","A-NQ6_scored","A-NQ7_scored","A-NQ8_scored","A-NQ9_scored","A-NQ10_scored","A-NQ11_scored","A-NQ12_scored","A-NQ13_scored","A-NQ14_scored","A-FQ1_scored","A-FQ2_scored","A-FQ3_scored","A-FQ4_scored","A-FQ5_scored","A-FQ6_scored","A-FQ7_scored","A-FQ8_scored","A-FQ9_scored","A-FQ10_scored","A-FQ11_scored","A-FQ12_scored","A-FQ13_scored","A-FQ14_scored","NearECT","FarECT","NearPOT","FarPOT","Near","Far","ECT","POT","PhysicsScore","Progress.ect","Duration (in seconds).ect","Finished.ect","RecordedDate.ect","IMI_1","IMI_2","IMI_3","IMI_4","IMI_5","IMI_6","IMI_7","IMI_8","IMI_9","IMI_10","IMI_11","IMI_12","IMI_13","IMI_14","IMI_15","IMI_16","IMI_17","IMI_18","A-NQ1.ect","A-NQ2.ect","A-NQ3.ect","A-NQ4.ect","A-NQ5.ect","A-NQ6.ect","A-NQ7.ect","A-NQ8.ect","A-NQ12.ect","A-NQ13.ect","A-NQ14.ect","A-FQ1.ect","A-FQ2.ect","A-FQ3.ect","A-FQ4.ect","A-FQ5.ect","A-FQ6.ect","A-FQ7.ect","A-FQ8.ect","Q90","Q74","PA1","PA2","PA3","PA4","PA5","PA6","PA7","SC0.ect","A-NQ1_scored.ect","A-NQ2_scored.ect","A-NQ3_scored.ect","A-NQ4_scored.ect","A-NQ5_scored.ect","A-NQ6_scored.ect","A-NQ7_scored.ect","A-NQ8_scored.ect","A-NQ12_scored.ect","A-NQ13_scored.ect","A-NQ14_scored.ect","A-FQ1_scored.ect","A-FQ2_scored.ect","A-FQ3_scored.ect","A-FQ4_scored.ect","A-FQ5_scored.ect","A-FQ6_scored.ect","A-FQ7_scored.ect","A-FQ8_scored.ect","NearECTpost","FarECTpost","ECTpost","IMI","IMI_Enj","IMI_Eng","IMI_PC","IMI_Effort","IMI_Frust","IMI_Value","PA","Progress.pot","Duration (in seconds).pot","Finished.pot","RecordedDate.pot","IMI_1.pot","IMI_2.pot","IMI_3.pot","IMI_4.pot","IMI_5.pot","IMI_6.pot","IMI_7.pot","IMI_8.pot","IMI_9.pot","IMI_10.pot","IMI_11.pot","IMI_12.pot","IMI_13.pot","IMI_14.pot","IMI_15.pot","IMI_16.pot","IMI_17.pot","IMI_18.pot","A-NQ9.pot","A-NQ10.pot","A-NQ11.pot","A-NQ12.pot","A-NQ13.pot","A-NQ14.pot","A-FQ9.pot","A-FQ10.pot","A-FQ11.pot","A-FQ12.pot","A-FQ13.pot","A-FQ14.pot","Q90.pot","Q74.pot","PA1.pot","PA2.pot","PA3.pot","PA4.pot","PA5.pot","PA6.pot","PA7.pot","SC0.pot","A-NQ9_scored.pot","A-NQ10_scored.pot","A-NQ11_scored.pot","A-NQ12_scored.pot","A-NQ13_scored.pot","A-NQ14_scored.pot","A-FQ9_scored.pot","A-FQ10_scored.pot","A-FQ11_scored.pot","A-FQ12_scored.pot","A-FQ13_scored.pot","A-FQ14_scored.pot","NearPOTpost","FarPOTpost","POTpost","IMI.pot","IMI_Enj.pot","IMI_Eng.pot","IMI_PC.pot","IMI_Effort.pot","IMI_Frust.pot","IMI_Value.pot","PA.pot"
"146","B2462","110bd1","110bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,1036,1,2022-11-29 13:35:01,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","B","A","C","A","C","D","A","C","B","B","A","B","B","C","B","B","B","C","C","B","B","B","A","B","C","B",18,"Male","White",1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,5,3,5,6,10,9,8,11,19,100,550,1,2022-12-02 13:44:16,4,7,6,6,6,4,6,4,7,6,7,7,6,5,4,4,5,5,"A","B","B","A","C","A","B","A","B","A","B","B","B","C","B","B","C","C","B","B2462",4,2,2,2,1,1,1,3,13,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,7,5,12,99,11,18,21,26,13,10,12,100,448,1,2022-11-30 13:41:38,4,6,7,6,6,5,5,6,6,5,7,6,6,2,5,4,5,7,"B","C",NA,"B","B","B","B","B","A","A","B","A","B2462",4,2,3,2,1,1,3,3,9,1,1,0,1,0,1,1,1,1,0,0,0,3,3,6,98,10,19,22,24,11,12,15
"147","C2473","202cd1","202cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,793,1,2022-11-30 16:11:17,14,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","No","A","B","D","A","C","B","B","A","B","B","D","B","A","B","B","C","C","B","B","C","A","B","B","B","A","C","B","B",20,"Male","White",1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,6,5,4,4,10,9,11,8,19,100,496,1,2022-11-30 16:28:44,5,5,7,6,5,4,4,5,7,4,5,4,6,7,7,7,6,6,"A","B","B","A","D","B","B","D","B","B","B","A","C","C","B","B","C","B","B",NA,4,1,2,1,0,1,1,3,14,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,5,5,10,100,10,18,20,19,21,12,9,100,308,1,2022-12-02 16:31:13,4,4,7,7,5,4,6,7,7,5,7,5,6,6,7,7,5,5,"B","C",NA,"B","A","B","C","B","A","B","C","B",NA,4,1,2,1,0,1,0,3,9,1,1,0,1,1,1,0,1,1,1,1,1,5,4,9,104,8,19,24,23,20,10,8
"148","D2608","239dd1","239dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,784,1,2022-11-29 13:25:26,12,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","No","A","B","D","A","D","A","B","D","A","C","B","D","A","D","D","C","A","B","D","B","D","B","B","B","A","C","C","B",16,"Male","White",1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,4,3,3,5,7,8,7,8,15,100,2749,1,2022-12-02 13:56:31,5,5,5,6,5,5,6,6,5,2,6,4,3,1,6,4,4,5,"A","B","C","C","D","C","B","B","B","C","D","A","C","A","B","B","B","D","B","D2608",4,4,3,3,3,3,3,3,11,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,4,5,9,83,10,16,22,15,11,9,22,100,382,1,2022-11-30 13:42:45,4,6,6,4,3,4,4,6,5,2,2,3,3,7,7,6,5,4,"B","C",NA,"B","C","B","B","B","A","C","C","B","D2608",4,3,4,4,3,3,3,3,10,1,1,0,1,0,1,1,1,1,0,1,1,4,3,7,81,10,13,19,10,20,9,23
"149","E2619","306ed1","306ed2","POT","ECT","E",FALSE,FALSE,FALSE,100,776,1,2022-11-28 19:32:55,13,"Female",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Every day","Yes","A","B","B","B","A","A","B","A","A","C","B","B","B","D","A","B","C","A","B","C","C","B","C","B","A","A","C","C",16,"Female","Asian",1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,5,5,3,3,8,8,10,6,16,100,312,1,2022-12-02 19:42:53,3,3,5,7,4,6,7,7,6,7,7,7,7,1,1,1,3,5,"A","B","C","A","C","A","B","C","B","A","D","A","C","C","A","B","C","A","B","E2619",5,NA,NA,NA,NA,NA,NA,NA,12,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,5,5,10,87,6,16,26,28,3,8,0,100,234,1,2022-11-30 19:45:45,5,3,5,5,6,5,6,4,4,7,7,7,6,1,2,2,4,6,"B","A",NA,"B","B","B","B","B","A","A","C","A","E2619",5,NA,NA,NA,NA,NA,NA,NA,8,1,0,0,1,0,1,1,1,1,0,1,0,5,3,8,85,8,16,19,27,5,10,0
"150","C2631","166cd1","166cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,936,1,2022-11-28 17:43:33,13,"Female",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","Yes","A","B","B","A","C","A","B","A","A","D","C","B","B","C","B","D","B","D","B","C","A","B","C","B","A","C","C","B",17,"Female","Mixed",1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,7,3,1,4,8,7,10,5,15,100,587,1,2022-11-30 18:06:48,6,6,7,6,7,5,5,4,6,6,7,6,7,1,3,3,6,4,"A","B","B","A","D","B","B","A","B","B","B","A","D","B","C","B","B","A","B","C2631",4,2,3,2,3,3,1,4,14,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,6,5,11,95,12,20,20,26,7,10,18,100,482,1,2022-12-02 17:58:14,6,6,7,6,6,4,2,4,4,6,7,7,7,1,3,2,6,7,"B","A",NA,"B","B","B","B","B","A","A","C","B","C2631",4,3,3,3,3,3,3,4,9,1,0,0,1,0,1,1,1,1,0,1,1,5,4,9,91,12,19,14,27,6,13,22
"151","C2642","191cd1","191cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,797,1,2022-11-28 16:11:11,13,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","No","A","B","B","D","C","B","D","A","B","A","B","B","B","B","D","D","D","C","B","B","A","B","B","B","D","C","C","B",19,"Female","White",1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,5,4,4,4,9,8,9,8,17,100,341,1,2022-11-30 16:29:54,3,5,5,5,4,4,3,5,3,6,6,6,6,2,3,5,5,5,"A","B","D","B","C","B","D","A","B","A","B","A","C","C","C","B","B","C","B","C2642",4,4,2,4,2,1,1,4,12,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,4,5,9,81,8,14,15,24,10,10,18,100,218,1,2022-12-02 16:24:27,4,3,5,4,5,4,4,4,3,4,4,5,5,5,5,2,3,4,"B","A",NA,"B","A","B","B","B","D","C","C","B","C2642",4,2,1,2,1,0,1,3,8,1,0,0,1,1,1,1,1,0,0,1,1,1,2,3,73,7,14,15,18,12,7,10
"152","B2653","083bd1","083bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,1208,1,2022-11-28 16:18:09,13,"Female",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Once a month or less","Yes","A","B","C","A","C","A","B","A","B","B","B","D","C","B","A","C","A","C","B","C","B","D","B","B","B","B","C","B",16,"Female","Hispanic",1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,6,2,3,5,9,7,8,8,16,100,759,1,2022-12-02 16:35:16,6,6,6,7,6,5,4,6,4,6,7,6,7,4,4,3,5,5,"A","D","C","B","C","B","B","A","B","B","B","A","C","A","C","B","C","A","B","B2653",4,2,2,2,2,2,2,3,12,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,4,4,8,97,12,19,19,26,11,10,15,100,714,1,2022-11-30 16:35:51,7,6,7,7,5,5,4,7,4,6,7,6,7,2,6,2,5,6,"B","A",NA,"B","B","B","B","B","A","C","B","B","B2563",4,2,2,2,2,2,1,3,9,1,0,0,1,0,1,1,1,1,0,0,1,4,5,9,99,13,19,20,26,10,11,14
"153","B2686","089bd1","089bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,1182,1,2022-11-28 15:29:56,14,"Female",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a month or less","Yes","A","B","B","A","C","B","C","A","B","C","D","B","B","B","B","C","B","C","B","B","A","C","B","A","B","B","B","B",17,"Female","Mixed",1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,6,3,4,3,10,6,9,7,16,100,303,1,2022-12-02 15:34:26,5,5,5,5,4,5,5,5,3,5,5,4,5,4,5,4,4,5,"A","A","B","B","A","B","D","A","B","A","C","B","C","C","C","A","C","A","B","B2686",4,3,NA,2,3,3,3,3,8,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,3,3,6,83,10,14,18,19,13,9,17,100,265,1,2022-11-30 15:37:35,4,4,6,5,5,5,5,4,6,5,5,5,5,3,5,5,4,5,"C","A",NA,"C","B","B","B","B","B","C","B","C","7340004841",4,4,2,2,2,3,3,3,5,0,0,0,0,0,1,1,1,0,0,0,0,5,4,9,86,8,16,20,20,13,9,19
"154","D2697","267dd1","267dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,1442,1,2022-11-28 15:36:18,14,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Never","No","C","B","B","B","C","A","C","A","B","B","D","C","A","C","C","B","B","D","C","C","D","B","B","C","B","B","A","A",7,"Female","White",0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,4,2,2,2,6,4,6,4,10,100,440,1,2022-12-02 15:37:33,5,4,5,6,4,4,3,5,5,5,6,5,5,4,5,3,4,4,"C","B","B","A","A","A","B","D","B","C","C","B","C","C","C","B","A","C","C","D2697",4,2,2,2,1,1,1,3,8,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,4,2,6,82,9,15,17,21,12,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","F2721","371fd1","371fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,730,1,2022-11-28 16:10:14,13,"Nonbinary",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a month or less","Yes","A","B","C","A","C","B","B","A","B","C","B","B","B","B","B","D","C","C","B","B","A","B","C","A","A","C","C","B",21,"Other","White",1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,6,5,5,3,11,8,11,8,19,100,439,1,2022-11-30 16:31:12,7,7,7,7,6,6,4,3,6,7,7,7,6,1,3,3,6,6,"A","B","C","A","C","D","B","A","B","B","B","B","C","C","D","B","B","A","B","F2721",5,NA,NA,NA,NA,NA,NA,NA,15,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,6,5,11,99,14,20,19,27,7,12,0,100,276,1,2022-12-02 16:23:58,6,6,7,7,6,6,5,6,6,7,6,7,5,2,3,4,6,6,"B","C",NA,"B","B","B","C","A","A","C","C","B","F2721",5,NA,NA,NA,NA,NA,NA,NA,10,1,1,0,1,0,1,0,0,1,0,1,1,6,5,11,101,12,20,23,25,9,12,0
"156","E2732","319ed1","319ed2","POT","ECT","E",FALSE,FALSE,FALSE,100,1095,1,2022-11-28 18:44:56,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","A","B","C","A","D","B","B","C","B","B","A","A","B","C","A","C","B","C","A","B","B","C","A","B","A","B",14,"Male","White",1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,3,3,5,4,8,7,6,9,15,100,637,1,2022-12-02 18:51:17,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,"A","B","C","B","C","A","B","A","B","B","B","A","C","C","C","B","B","B","B",NA,4,2,2,2,4,2,3,3,14,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,5,5,10,124,14,21,28,28,19,14,18,100,473,1,2022-11-30 18:58:22,7,7,7,7,6,7,6,7,1,7,7,7,7,6,7,7,6,7,"B","C","A","B","B","B","B","C","B","C","C","B",NA,4,1,1,3,1,1,3,1,9,1,1,0,1,0,1,1,0,0,0,1,1,3,4,7,116,14,20,21,28,20,13,11
"157","B2743","080bd1","080bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,1729,1,2022-11-28 18:55:32,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","Yes","A","B","B","A","A","D","B","A","B","C","A","B","A","D","A","C","A","C","B","D","A","B","B","B","A","C","C","D",19,"Male","White",1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,6,4,4,4,10,8,10,8,18,100,1753,1,2022-12-02 18:59:25,4,2,3,3,3,4,4,3,5,4,5,4,4,2,4,2,3,5,"A","B","B","A","D","D","B","A","B","B","B","D","C","C","D","B","D","B","B","B2743",4,3,3,3,2,2,2,3,13,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,6,3,9,64,6,9,16,17,8,8,18,100,460,1,2022-12-01 18:28:36,NA,7,6,1,7,5,3,5,7,5,4,2,4,2,6,3,4,3,"B","C","A","B","B","B","B","B","A","C","C","D","B2743",4,5,5,4,3,4,2,5,10,1,1,0,1,0,1,1,1,1,0,1,0,4,5,9,74,7,14,20,15,11,7,28
"158","B2754","131bd1","131bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,800,1,2022-11-28 18:47:31,14,"Male",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Once a week","Yes","B","C","A","C","D","B","B","C","B","D","C","B","B","A","A","A","A","C","B","A","C","C","B","B","D","D","B","B",9,"Male","Mixed",0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,2,2,3,3,5,3,5,8,100,358,1,2022-12-02 18:55:16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"A","A","A","A","A","B","B","A","A","A","D","A","B","A","A","A","B","B","A","B2754",4,1,1,1,0,0,0,1,6,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,4,3,7,126,14,21,28,28,21,14,4,100,198,1,2022-11-30 18:56:13,4,4,4,4,4,7,4,7,7,4,1,4,3,7,7,7,7,4,"C","A",NA,"C","A","D","A","C","C","B","A","B","B2574",4,5,5,5,4,4,4,5,2,0,0,0,0,1,0,0,0,0,1,0,1,3,4,7,89,8,12,25,12,21,11,32
"159","A2765","005ad1","005ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,1037,1,2022-11-28 18:44:40,14,"Male",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","No","A","D","B","D","C","D","B","D","B","C","B","B","D","D","B","C","D","C","D","B","A","D","B","A","D","D","C","C",13,"Male","Mixed",1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,4,2,4,2,8,4,6,6,12,100,338,1,2022-11-30 19:01:42,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,"A","D","C","A","D","D","B","D","D","B","D","A","C","D","C","B","B","A","D","A2765",4,3,3,3,2,2,2,3,9,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,3,4,7,75,8,12,16,16,15,8,18,100,189,1,2022-12-02 18:51:17,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"D","D",NA,"B","B","A","D","D","D","D","D","A","A2765",4,3,3,3,2,2,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,4,4,8,72,8,12,16,16,12,8,18
"160","E2776","328ed1","328ed2","POT","ECT","E",FALSE,FALSE,FALSE,100,1077,1,2022-11-28 17:46:34,14,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Never","No","A","B","C","D","C","A","B","A","C","D","B","B","D","B","A","C","C","C","B","C","A","B","B","B","B","B","B","C",16,"Female","White",1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,5,5,3,3,8,8,10,6,16,100,379,1,2022-12-02 17:57:02,2,4,4,3,3,3,3,4,3,5,3,4,3,1,3,2,1,3,"A","C","C","A","C","A","B","A","B","A","B","C","C","C","C","A","D","A","C","E2776",4,3,4,2,2,3,2,5,10,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,5,2,7,54,6,10,13,15,6,4,21,100,515,1,2022-11-30 18:04:33,3,3,5,4,3,3,3,4,1,4,6,5,5,5,2,1,1,3,"C","C",NA,"B","B","B","D","A","C","C","B","A","E2776",4,5,3,4,2,2,3,5,5,0,1,0,1,0,1,0,0,0,0,0,0,4,4,8,61,6,12,11,20,8,4,24
"161","B2787","072bd1","072bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,1297,1,2022-11-28 17:49:46,12,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Never","Yes","D","B","B","A","C","B","B","A","A","C","A","B","B","C","A","C","C","C","B","C","A","B","C","B","B","C","C","B",19,"Female","White",0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,6,5,2,3,8,8,11,5,16,100,663,1,2022-12-02 18:01:21,4,4,5,6,5,4,3,4,3,4,6,5,5,2,3,3,3,5,"A","B","B","A","C","A","B","A","B","B","B","B","B","C","C","B","C","A","B","B2787",4,2,3,1,2,4,1,4,14,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,7,5,12,74,8,16,14,20,8,8,17,100,504,1,2022-11-30 18:04:40,4,4,6,5,5,4,3,5,4,5,6,5,5,1,5,3,4,4,"B","C",NA,"B","B","A","B","A","A","C","C","B","B2787",4,3,3,3,3,3,1,4,10,1,1,0,1,0,0,1,0,1,0,1,1,5,4,9,78,8,16,16,21,9,8,20
"162","A2798","051ad1","051ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,1257,1,2022-11-28 17:49:15,14,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Never","Yes","A","A","B","A","C","A","B","A","B","B","B","B","B","A","B","B","B","C","B","B","B","B","B","B","B","A","C","A",16,"Female","White",1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,6,4,3,3,9,7,10,6,16,100,816,1,2022-11-30 18:09:36,2,2,3,4,3,3,3,4,3,4,5,4,5,1,2,2,1,2,"A","B","B","A","A","B","B","A","B","B","D","C","C","C","C","B","B","A","B","A2798",4,5,3,4,3,3,1,5,14,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,6,5,11,53,4,10,13,18,5,3,24,100,637,1,2022-12-02 18:00:47,2,1,2,2,2,1,1,1,2,4,4,3,4,1,1,3,1,2,"B","A",NA,"B","A","B","A","B","B","A","C","B","A2798",4,5,3,4,3,3,2,5,6,1,0,0,1,1,1,0,1,0,0,1,1,2,3,5,37,3,6,5,15,5,3,25
"163","D2800","246dd1","246dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,902,1,2022-11-28 17:42:34,14,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","D","B","B","A","C","A","B","A","B","C","A","B","B","D","A","C","C","D","B","C","C","B","B","A","B","C","C","B",19,"Female","White",0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,6,4,3,3,9,7,10,6,16,100,506,1,2022-12-02 17:58:36,5,NA,7,7,5,4,5,6,5,7,6,6,6,3,4,6,6,6,"A","B","B","A","C","A","B","A","B","A","B","A","C","C","D","B","A","C","B","D2800",4,2,2,2,1,2,0,3,14,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,7,4,11,94,5,19,20,25,13,12,12,100,303,1,2022-11-30 18:01:57,6,5,7,7,5,4,4,4,5,5,7,5,6,2,4,5,6,6,"B","C",NA,"B","B","B","C","B","C","C","C","B","D2800",4,3,3,2,3,3,1,4,10,1,1,0,1,0,1,0,1,0,0,1,1,2,3,5,93,11,19,17,23,11,12,19
"164","B2811","075bd1","075bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,822,1,2022-11-28 17:41:40,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","A","B","A","C","A","B","A","A","C","C","B","B","B","B","C","B","C","B","B","A","B","B","B","A","B","C","B",20,"Male","White",1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,6,4,3,6,9,10,10,9,19,100,448,1,2022-12-02 17:52:23,5,6,5,7,4,6,6,6,6,7,7,6,6,5,4,4,5,5,"A","B","A","A","C","A","B","A","B","B","B","A","C","C","C","B","C","A","B","B2811",4,4,2,3,3,3,4,4,15,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,6,5,11,100,11,16,24,26,13,10,23,100,363,1,2022-11-30 18:02:14,3,5,5,6,4,5,5,4,5,6,7,7,7,1,3,4,4,5,"B","C",NA,"B","B","B","B","B","A","B","C","B","B2811",4,2,3,2,2,2,4,4,10,1,1,0,1,0,1,1,1,1,1,1,1,3,2,5,86,8,15,19,27,8,9,19
"165","C2844","185cd1","185cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,635,1,2022-11-28 19:29:41,13,"Female",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Once a month or less","Yes","B","B","B","C","C","A","B","A","B","D","B","A","B","A","C","D","B","B","B","B","C","B","B","B","B","C","B","A",15,"Female","Black or African American",0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,5,4,2,2,7,6,9,4,13,100,1251,1,2022-11-30 19:50:42,4,5,7,5,7,1,2,7,7,4,7,7,7,1,2,4,1,4,"C","A","A","C","B","B","A","B","B","A","B","B","C","B","C","B","D","C","B",NA,4,4,1,3,3,2,4,2,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,2,2,82,9,19,17,25,7,5,19,100,413,1,2022-12-02 19:43:28,4,4,7,7,7,1,1,7,1,4,5,7,7,1,1,4,1,1,"A","D",NA,"B","A","B","B","B","A","B","D","B","C2844",4,2,1,2,4,2,2,3,6,0,0,0,1,1,1,1,1,1,1,0,1,3,4,7,70,8,21,10,23,6,2,16
