StudyID,ID1,ID2,Midtest,Posttest,Condition,CognitiveSupports,AffectiveECD,AffectivePOT,Progress,Duration (in seconds),Finished,RecordedDate,Age,Sex,American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Pacific Islander,White,Other (enter),Prefer not to say,Other_TEXT,Gaming,Physics,A-NQ1,A-NQ2,A-NQ3,A-NQ4,A-NQ5,A-NQ6,A-NQ7,A-NQ8,A-NQ9,A-NQ10,A-NQ11,A-NQ12,A-NQ13,A-NQ14,A-FQ1,A-FQ2,A-FQ3,A-FQ4,A-FQ5,A-FQ6,A-FQ7,A-FQ8,A-FQ9,A-FQ10,A-FQ11,A-FQ12,A-FQ13,A-FQ14,SC0,Gender,Ethnicity,A-NQ1_scored,A-NQ2_scored,A-NQ3_scored,A-NQ4_scored,A-NQ5_scored,A-NQ6_scored,A-NQ7_scored,A-NQ8_scored,A-NQ9_scored,A-NQ10_scored,A-NQ11_scored,A-NQ12_scored,A-NQ13_scored,A-NQ14_scored,A-FQ1_scored,A-FQ2_scored,A-FQ3_scored,A-FQ4_scored,A-FQ5_scored,A-FQ6_scored,A-FQ7_scored,A-FQ8_scored,A-FQ9_scored,A-FQ10_scored,A-FQ11_scored,A-FQ12_scored,A-FQ13_scored,A-FQ14_scored,NearECT,FarECT,NearPOT,FarPOT,Near,Far,ECT,POT,PhysicsScore,Progress.ect,Duration (in seconds).ect,Finished.ect,RecordedDate.ect,IMI_1,IMI_2,IMI_3,IMI_4,IMI_5,IMI_6,IMI_7,IMI_8,IMI_9,IMI_10,IMI_11,IMI_12,IMI_13,IMI_14,IMI_15,IMI_16,IMI_17,IMI_18,A-NQ1.ect,A-NQ2.ect,A-NQ3.ect,A-NQ4.ect,A-NQ5.ect,A-NQ6.ect,A-NQ7.ect,A-NQ8.ect,A-NQ12.ect,A-NQ13.ect,A-NQ14.ect,A-FQ1.ect,A-FQ2.ect,A-FQ3.ect,A-FQ4.ect,A-FQ5.ect,A-FQ6.ect,A-FQ7.ect,A-FQ8.ect,Q90,Q74,PA1,PA2,PA3,PA4,PA5,PA6,PA7,SC0.ect,A-NQ1_scored.ect,A-NQ2_scored.ect,A-NQ3_scored.ect,A-NQ4_scored.ect,A-NQ5_scored.ect,A-NQ6_scored.ect,A-NQ7_scored.ect,A-NQ8_scored.ect,A-NQ12_scored.ect,A-NQ13_scored.ect,A-NQ14_scored.ect,A-FQ1_scored.ect,A-FQ2_scored.ect,A-FQ3_scored.ect,A-FQ4_scored.ect,A-FQ5_scored.ect,A-FQ6_scored.ect,A-FQ7_scored.ect,A-FQ8_scored.ect,NearECTpost,FarECTpost,ECTpost,IMI,IMI_Enj,IMI_Eng,IMI_PC,IMI_Effort,IMI_Frust,IMI_Value,PA,Progress.pot,Duration (in seconds).pot,Finished.pot,RecordedDate.pot,IMI_1.pot,IMI_2.pot,IMI_3.pot,IMI_4.pot,IMI_5.pot,IMI_6.pot,IMI_7.pot,IMI_8.pot,IMI_9.pot,IMI_10.pot,IMI_11.pot,IMI_12.pot,IMI_13.pot,IMI_14.pot,IMI_15.pot,IMI_16.pot,IMI_17.pot,IMI_18.pot,A-NQ9.pot,A-NQ10.pot,A-NQ11.pot,A-NQ12.pot,A-NQ13.pot,A-NQ14.pot,A-FQ9.pot,A-FQ10.pot,A-FQ11.pot,A-FQ12.pot,A-FQ13.pot,A-FQ14.pot,Q90.pot,Q74.pot,PA1.pot,PA2.pot,PA3.pot,PA4.pot,PA5.pot,PA6.pot,PA7.pot,SC0.pot,A-NQ9_scored.pot,A-NQ10_scored.pot,A-NQ11_scored.pot,A-NQ12_scored.pot,A-NQ13_scored.pot,A-NQ14_scored.pot,A-FQ9_scored.pot,A-FQ10_scored.pot,A-FQ11_scored.pot,A-FQ12_scored.pot,A-FQ13_scored.pot,A-FQ14_scored.pot,NearPOTpost,FarPOTpost,POTpost,IMI.pot,IMI_Enj.pot,IMI_Eng.pot,IMI_PC.pot,IMI_Effort.pot,IMI_Frust.pot,IMI_Value.pot,PA.pot
A0527,049ad1,049ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,765,1,2022-11-28T14:21:19Z,14,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,More than before,A,A,Dropped from point B,The blue box ,Attach a weight to the springboard and then release,B,B,A,Decrease green ball's mass,B,A,Attach a heavy weight on point B,The balls will move at the same speed,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive, Both,Lynn, Equal to 1 m,B,By moving the object closer to the tree trunk, less,16,Male,White,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,4,4,5,4,9,8,8,9,17,100,466,1,2022-11-30T14:41:50Z,7,4,6,6,5,4,3,5,2,7,7,7,7,1,2,3,4,5,Draw an object with a larger mass,More than before,B,A,No difference,The blue box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive,A0527,4,4,3,3,1,2,3,4,16,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,6,6,12,85,11,17,14,28,6,9,20,100,303,1,2022-12-02T14:35:34Z,6,7,6,6,7,5,4,6,6,7,7,6,7,2,6,4,5,5,B,C,NA,B,A,Attach a heavy weight on point B, Both,Lynn,Less than 1 m,B,By moving the object closer to the tree trunk, less,A0527,4,4,3,3,2,2,3,4,8,1,1,0,1,1,1,0,1,1,1,1,1,2,2,4,102,13,19,21,27,12,10,21
E0549,297ed1,297ed2,POT,ECT,E,FALSE,FALSE,FALSE,100,813,1,2022-11-28T13:30:13Z,13,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,C,Make the blue stick longer,B,A,Attach a heavy weight on point B,The ball in picture A,B will be launched higher than A,A will be faster than B,Somewhere above Position 3,The blue cart,the least at A,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,More information is needed to answer the question,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,21,Male,White,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,7,6,5,4,12,10,13,9,22,100,354,1,2022-12-02T13:42:02Z,4,6,5,6,4,3,2,4,6,4,NA,5,5,5,5,5,4,3,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point A,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at A,Increase the mass of the ball,The first dive bent the board less than the second dive,E0549,5,NA,NA,NA,NA,NA,NA,NA,15,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,7,5,12,76,10,15,15,14,15,7,0,100,339,1,2022-11-30T13:39:41Z,4,4,6,6,4,2,2,4,6,4,5,5,5,3,6,3,5,3,B,C,NA,B,B,Attach a heavy weight on point A, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,E0549,5,NA,NA,NA,NA,NA,NA,NA,10,1,1,0,1,0,0,1,1,1,0,1,1,3,3,6,77,8,16,14,19,12,8,0
E0550,308ed1,308ed2,POT,ECT,E,FALSE,FALSE,FALSE,100,903,1,2022-11-28T13:31:23Z,13,Female,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Never,Yes,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,C,Decrease green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture A,B will be launched higher than A,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,B,By moving the object closer to the tree trunk, more,23,Female,Black or African American,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,7,7,5,5,12,12,14,10,24,100,477,1,2022-12-02T13:43:52Z,5,5,6,6,5,4,4,5,4,6,7,6,7,1,3,3,5,6,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The second dive bent the board less than the first dive,E0550,5,NA,NA,NA,NA,NA,NA,NA,15,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,7,4,11,88,10,17,17,26,7,11,0,100,445,1,2022-11-30T13:41:12Z,5,6,7,7,4,5,4,6,7,7,7,6,7,3,6,5,6,4,B,B,NA,B,B,Attach a heavy weight on point B, Both,Tom,Less than 1 m,B,By moving the object closer to the tree trunk, less,E0550,5,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,1,0,1,0,0,1,1,1,1,1,1,2,102,11,18,22,27,14,10,0
A0561,063ad1,063ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,1180,1,2022-11-28T14:28:59Z,13,Female,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Once a month or less,No,Draw an object with a larger mass,More than before,B,Both,Dropped from point C,The red box ,Increase the mass of the ball,A,B,C,Increase green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,B,By moving the object farther from the tree trunk, less,20,Female,Mixed,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,5,5,4,5,9,10,10,9,19,100,479,1,2022-11-30T14:42:15Z,5,6,5,6,4,4,3,3,4,7,7,7,6,2,4,3,7,5,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard ,A,B,B,Attach a heavy weight on point B,The ball in picture B,B will be launched higher than A,A will be faster than B,Somewhere above Position 3,The blue cart,the least at C,Decrease the mass of the ball,The first dive bent the board less than the second dive,A0561,4,4,4,3,3,2,4,4,12,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,6,4,10,88,11,15,14,27,9,12,24,100,379,1,2022-12-02T14:37:55Z,4,6,5,4,4,4,4,7,5,2,NA,6,7,1,3,5,5,1,B,C,NA,B,B,Attach a light weight on point A, Replace 4 kg with 8 kg and move it to point B,Lynn, Equal to 1 m,Both will have the same effect on the acrobat,By moving the object farther from the tree trunk, less,A0561,5,NA,NA,NA,NA,NA,NA,NA,9,1,1,0,1,0,0,1,1,0,0,0,1,2,4,6,73,10,13,20,15,9,6,0
D0572,258dd1,258dd2,POT,ECT,D,TRUE,FALSE,TRUE,100,840,1,2022-11-28T17:43:28Z,13,Female,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Every day,Yes,Draw an object with a smaller mass,More than before,No difference,A,Dropped from point C,The blue box ,Increase the mass of the ball,A,B,C,Decrease green ball's mass,B,B,Attach a light weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive, Both,Lynn,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,19,Female,White,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,4,4,4,4,8,8,8,8,16,100,448,1,2022-12-02T17:57:36Z,1,5,3,4,4,1,1,1,1,3,5,5,3,1,1,1,4,4,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Decrease the mass of the ball,The first dive bent the board less than the second dive,D0572,4,4,3,4,4,4,3,5,16,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,7,5,12,48,6,11,4,16,3,8,27,100,339,1,2022-11-30T18:02:24Z,4,4,4,2,5,3,4,1,3,3,5,4,5,1,1,1,4,2,B,C,NA,B,B,Attach a heavy weight on point B, Both,Lynn,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,D0572,4,5,4,4,4,4,2,5,10,1,1,0,1,0,1,0,1,1,0,1,1,4,2,6,56,8,11,11,17,3,6,28
A0594,017ad1,017ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,791,1,2022-11-28T18:39:17Z,13,Female,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a week,No,Draw the object closer to the center of the lever,Not enough information,B,A,Dropped from point A,The red box ,Increase the mass of the ball,B,A ,B,Decrease green ball's mass,A,C,Attach a light weight on point B,The ball in picture B,A and B will be launched the same height because both masses start at the same height,More information is needed to answer the question,Position 3,The blue cart,the least at B,Increase the mass of weight B,The second dive bent the board less than the first dive, Replace 4 kg with 8 kg and move it to point B,They both have an equal effect on the door’s movement,Less than 1 m,B,By moving the object closer to the tree trunk,  the same,10,Female,White,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,2,3,1,4,3,7,5,5,10,100,391,1,2022-11-30T18:55:59Z,6,6,7,7,6,6,6,6,6,7,7,7,7,6,6,5,6,4,Draw the object closer to the center of the lever,Less than before,A,B,Dropped from point A,No difference,Attach a weight to the springboard and then release,A,B,B,Attach a light weight on point A,The ball in picture B,B will be launched higher than A,A and B will move at the same speed,Somewhere above Position 3,The blue cart,the least at C,Increase the mass of weight B,The first dive bent the board less than the second dive,A0594,4,3,3,2,2,1,1,2,7,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,3,3,6,111,12,20,24,28,17,10,14,100,275,1,2022-12-02T18:52:53Z,4,6,6,5,5,4,5,4,NA,4,4,6,5,1,6,5,5,5,B,C,NA,B,A,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk, less,A0594,4,2,3,2,2,3,2,4,8,1,1,0,1,1,1,1,1,0,1,1,1,4,4,8,80,10,16,13,19,12,10,18
D0606,228dd1,228dd2,POT,ECT,D,TRUE,FALSE,TRUE,100,1155,1,2022-11-28T18:46:15Z,13,Male,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Once a month or less,No,Draw an object with a larger mass,The same as before,B,A,Dropped from point C,The red box ,None of the above,B,Not enough information,C,Increase green ball's mass,Not enough information,B,Attach a light weight on point B,The ball in picture B,A will be launched higher than B,B will be faster than A,Position 3,Both will have the same speed,the least at A,Increase the mass of weight B,The second dive bent the board less than the first dive,Replace 4 kg with 8 kg and move it to point A,Lynn, Greater than 1 m,B,By moving the object farther from the tree trunk, more,8,Male,Black or African American,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,1,1,2,5,3,5,3,8,100,478,1,2022-12-02T18:57:49Z,4,6,6,4,4,4,6,6,4,6,6,5,6,6,6,4,4,4,Draw the object closer to the center of the lever,Less than before,Not enough information,Both,No difference,The red box ,Attach a weight to the springboard and then release,A,Both will reach the same height,All would work,Attach a light weight on point B,The ball in picture B,B will be launched higher than A,A and B will move at the same speed,Position 3,The blue cart,the least at A,Increase the mass of the ball,The first dive bent the board less than the second dive,D0606,5,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,2,5,7,91,10,14,20,23,16,8,0,100,752,1,2022-11-30T19:02:21Z,2,6,7,7,6,5,5,3,7,7,6,3,7,5,4,3,5,5,B,C,NA,B,A,Attach a heavy weight on point B, Both,Tom, Greater than 1 m,B,By moving the object farther from the tree trunk, more,D0606,4,NA,NA,NA,NA,NA,NA,NA,5,1,1,0,1,1,1,0,0,0,1,0,0,3,3,6,93,8,20,20,23,12,10,0
A0617,020ad1,020ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,1269,1,2022-11-28T18:48:40Z,13,Male,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,More than before,A,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,B,B,A,Decrease green ball's mass,A,C,Attach a light weight on point B,The ball in picture B,B will be launched higher than A,A and B will move at the same speed,Position 2,The blue cart,the least at A,Increase the mass of weight B,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn, Greater than 1 m,A,By moving the object farther from the tree trunk, more,11,Male,Black or African American,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,5,3,2,2,7,5,8,4,12,100,373,1,2022-11-30T18:56:51Z,6,6,6,7,6,5,4,6,5,5,5,4,6,6,6,4,3,5,Draw an object with a larger mass,The same as before,B,A,Dropped from point A,The blue box ,Attach a weight to the springboard and then release,B,B,B,Attach a light weight on point B,The ball in picture A,B will be launched higher than A,A will be faster than B,Position 2,The blue cart,the least at C,Increase the mass of weight B,The first dive bent the board less than the second dive,A0617,4,3,3,3,2,2,2,3,10,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,4,5,9,95,12,19,20,20,16,8,18,100,398,1,2022-12-02T18:55:09Z,6,6,2,5,6,6,6,4,4,4,5,4,5,3,3,3,6,3,B,B,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk, less,A0617,4,3,2,2,2,NA,2,4,8,1,0,0,1,0,1,1,1,0,1,1,1,3,5,8,81,12,13,20,18,9,9,15
A0639,047ad1,047ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,1337,1,2022-11-28T16:21:40Z,13,Male,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,No,Draw an object with a larger mass,More than before,Not enough information,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,C,Decrease green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,Not enough information,By moving the object closer to the tree trunk, less,23,Male,Hispanic,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,6,5,5,5,11,10,11,10,21,100,542,1,2022-11-30T16:30:07Z,2,3,6,4,4,5,4,3,4,6,6,5,4,2,1,1,2,2,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive,A0639,4,4,4,3,4,4,4,5,16,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,7,5,12,64,5,14,16,21,4,4,28,100,502,1,2022-12-02T16:29:05Z,NA,5,1,7,7,7,7,7,4,6,6,7,7,1,1,1,4,1,B,C,NA,B,A,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Tom,Less than 1 m,Not enough information,By moving the object closer to the tree trunk, less,A0639,4,2,1,1,4,4,4,5,8,1,1,0,1,1,1,1,0,1,0,1,1,4,1,5,79,5,15,25,26,3,5,21
E0640,329ed1,329ed2,POT,ECT,E,FALSE,FALSE,FALSE,100,1583,1,2022-11-28T17:51:56Z,12,Male,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,No,Draw an object with a larger mass,More than before,B,Neither of them,Dropped from point A,The red box ,None of the above,A,B,C,Decrease green ball's mass,B,A,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere above Position 3,The blue cart,the least at A,Decrease the mass of the ball,Both dives bent the board the same amount,Neither,Lynn,Less than 1 m,B,By making the object heavier, less,15,Male,Black or African American,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,4,2,6,4,10,6,6,10,16,100,543,1,2022-12-02T18:02:50Z,6,2,6,6,6,2,6,6,6,6,6,2,6,2,6,6,6,2,Draw an object with a larger mass,More than before,B,A,Dropped from point A,The red box ,Attach a weight to the springboard and then release,A,B,A,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at A,Increase the mass of the ball,The first dive bent the board less than the second dive,E0640,5,NA,NA,NA,NA,NA,NA,NA,13,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,6,4,10,88,8,18,20,20,14,8,0,100,557,1,2022-11-30T18:07:28Z,6,6,5,6,6,5,6,6,6,2,2,2,3,6,6,6,6,6,B,C,Increase green ball's mass,B,B,Attach a heavy weight on point B,Replace 4 kg with 8 kg and move it to point A,Lynn,Less than 1 m,B,By making the object heavier, less,E0640,5,NA,NA,NA,NA,NA,NA,NA,8,1,1,0,1,0,1,0,1,1,1,0,1,4,3,7,91,12,17,23,9,18,12,0
A0651,004ad1,004ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,1113,1,2022-11-28T16:15:39Z,12,Female,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Every day,No,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,A,Make the blue stick longer,B,A,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A and B will move at the same speed,Somewhere above Position 3,The blue cart,always constant,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn, Equal to 1 m,B,By moving the object closer to the tree trunk, less,19,Female,Black or African American,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,7,4,4,5,11,9,11,9,20,100,575,1,2022-11-30T16:30:10Z,1,3,2,1,1,5,4,1,5,3,5,3,5,3,2,1,1,3,Draw an object with a smaller mass,More than before,B,Neither of them,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,A,Attach a heavy weight on point B,The ball in picture B,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,always constant,More information is needed to answer the question,The first dive bent the board less than the second dive,NA,4,2,2,2,0,2,3,5,11,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,5,3,8,49,4,4,15,16,6,4,16,100,267,1,2022-12-02T16:26:34Z,2,4,7,6,2,3,3,2,3,4,4,4,4,4,1,3,3,2,A ,B,NA,A,All would work,Attach a light weight on point B, Replace 4 kg with 8 kg and move it to point B,They both have an equal effect on the door’s movement, Greater than 1 m,B,By moving the object farther from the tree trunk, less,NA,4,3,5,3,3,2,2,4,2,0,0,0,0,0,0,1,0,0,1,0,1,5,6,11,61,6,15,11,16,8,5,22
A0673,067ad1,067ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,1254,1,2022-11-28T16:18:01Z,13,Female,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,No,Draw an object with a smaller mass,More than before,A,Both,Dropped from point A,Not enough information,Attach a weight to the springboard and then release,A,B,A,Decrease green ball's mass,B,B,Attach a heavy weight on point B,The balls will move at the same speed,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at A,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,A,Moving the object won't make a difference, more,15,Female,Black or African American,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,3,3,4,3,7,6,6,7,13,100,895,1,2022-11-30T16:35:48Z,4,4,5,5,4,3,4,4,5,3,6,4,6,3,1,2,3,4,Draw the object closer to the center of the lever,More than before,No difference,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at A,Decrease the mass of the ball,The first dive bent the board less than the second dive,067ad1,4,5,4,4,4,4,1,5,12,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,5,3,8,70,8,14,16,19,6,7,27,100,699,1,2022-12-02T16:32:58Z,4,3,5,3,2,3,3,3,6,3,4,3,4,1,6,2,1,2,No difference,C,Increase green ball's mass,B,A,Attach a light weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn, Equal to 1 m,Both will have the same effect on the acrobat,By moving the object farther from the tree trunk, more,0673,4,3,4,4,1,2,1,3,5,0,1,0,1,1,0,1,1,0,0,0,0,3,4,7,58,7,10,15,14,9,3,18
E0695,288ed1,288ed2,POT,ECT,E,FALSE,FALSE,FALSE,100,1456,1,2022-11-28T19:46:56Z,12,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Every day,No,Draw an object with a larger mass,More than before,Not enough information,Neither of them,Dropped from point A,The red box ,Attach a weight to the springboard and then release,A,B,A,Make the blue stick longer,B,B,Attach a heavy weight on point B,The ball in picture B,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at A,Decrease the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,More information is needed to answer the question,B,By moving the object closer to the tree trunk, less,16,Male,White,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,4,3,3,5,7,8,7,8,15,100,608,1,2022-12-02T19:59:36Z,7,5,6,5,4,4,5,6,2,7,7,7,6,4,5,1,4,4,Draw an object with a larger mass,More than before,A,B,Dropped from point B,The blue box ,Attach a weight to the springboard and then release,A,B,A,Attach a heavy weight on point B,The ball in picture B,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive,E0695,5,NA,NA,NA,NA,NA,NA,NA,11,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,4,4,8,89,12,15,17,27,10,8,0,100,605,1,2022-11-30T19:54:47Z,5,5,7,6,6,4,1,3,4,7,6,7,5,3,4,3,4,6,B,C,NA,Both will reach the same height,A,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Tom,Less than 1 m,B,By moving the object closer to the tree trunk,  the same,NA,4,3,2,4,3,2,1,5,7,1,1,0,0,1,1,1,0,1,1,1,0,4,4,8,86,10,19,12,25,10,10,20
